comentario,nota,responsavel,comentario_tokenizado
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. login demorou para responder.,7,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'login', 'demorou', 'para', 'responder', '.']"
"cadastro demorou para responder. Consegui consultar saldo, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e cadastro travou duas vezes. Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. demoro naum",8,Geral,"['cadastro', 'demorou', 'para', 'responder', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'consultar', 'saldo', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'demoro', 'naum']"
Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. performance demorou para responder. probelma,5,Serviços,"['Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'performance', 'demorou', 'para', 'responder', '.', 'probelma']"
"Tentei consultar limite e cartão virtual travou duas vezes. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. vcs sitema bugou",7,Serviços,"['Tentei', 'consultar', 'limite', 'e', 'cartão', 'virtual', 'travou', 'duas', 'vezes', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'vcs', 'sitema', 'bugou']"
"Consegui consultar saldo, mas depois apareceu erro em notificações. Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e performance travou duas vezes. Recebi erro enquanto tentava consultar saldo. probelma",9,Pós-venda,"['Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'consultar', 'saldo', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'probelma']"
Sem opinião.,9,Produto,"['Sem', 'opinião', '.']"
As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento.,3,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.']"
Depois da atualização pagamentos ficou mais simples. pagamentos demorou para responder.,0,Serviços,"['Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'pagamentos', 'demorou', 'para', 'responder', '.']"
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em pagamentos. atendimnto qdo",4,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'atendimnto', 'qdo']"
"Consegui consultar saldo, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Depois da atualização chat ficou mais simples. O suporte pediu novamente as mesmas informações.",5,Serviços,"['Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
O atendimento resolveu rápido a solicitação. Depois da atualização usabilidade ficou mais simples. Tentei consultar saldo e usabilidade travou duas vezes. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. usabilidade demorou para responder.,7,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'usabilidade', 'ficou', 'mais', 'simples', '.', 'Tentei', 'consultar', 'saldo', 'e', 'usabilidade', 'travou', 'duas', 'vezes', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'usabilidade', 'demorou', 'para', 'responder', '.']"
"O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em dashboard. relatórios demorou para responder. As notificações chegaram atrasadas.",0,Serviços,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'relatórios', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
O suporte pediu novamente as mesmas informações. onboarding demorou para responder. Tentei baixar relatório e onboarding travou duas vezes. O carregamento dos relatórios demorou. atendimnto vcs bugou,8,Serviços,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'onboarding', 'demorou', 'para', 'responder', '.', 'Tentei', 'baixar', 'relatório', 'e', 'onboarding', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'atendimnto', 'vcs', 'bugou']"
Precisei repetir algumas etapas para concluir. limite demorou para responder. sitema travano platafroma,10,Pós-venda,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'limite', 'demorou', 'para', 'responder', '.', 'sitema', 'travano', 'platafroma']"
"Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em notificações.",9,Geral,"['Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.']"
Depois da atualização login ficou mais simples. Tentei consultar saldo e login travou duas vezes. Recebi erro enquanto tentava consultar saldo. As notificações chegaram atrasadas. login demorou para responder.,1,Geral,"['Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.', 'Tentei', 'consultar', 'saldo', 'e', 'login', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'login', 'demorou', 'para', 'responder', '.']"
Tentei consultar saldo e relatórios travou duas vezes. Precisei repetir algumas etapas para concluir.,6,Suporte,"['Tentei', 'consultar', 'saldo', 'e', 'relatórios', 'travou', 'duas', 'vezes', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
Precisei repetir algumas etapas para concluir. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,4,Suporte,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
Tentei integrar sistema e extrato travou duas vezes. O suporte pediu novamente as mesmas informações. extrato demorou para responder. As notificações chegaram atrasadas. Depois da atualização extrato ficou mais simples. atendimnto,8,Suporte,"['Tentei', 'integrar', 'sistema', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'extrato', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'atendimnto']"
Nada a declarar.,0,Produto,"['Nada', 'a', 'declarar', '.']"
"Recebi erro enquanto tentava emitir boleto. performance demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui emitir boleto, mas depois apareceu erro em dashboard. O carregamento dos relatórios demorou. atendimnto qdo naum",7,Produto,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'performance', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'atendimnto', 'qdo', 'naum']"
Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e chat travou duas vezes.,5,Serviços,"['Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'chat', 'travou', 'duas', 'vezes', '.']"
Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite.,1,Geral,"['Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.']"
Recebi erro enquanto tentava fazer transferência. Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas.,1,Geral,"['Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. dashboard demorou para responder. naum demoro msg,4,Suporte,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'dashboard', 'demorou', 'para', 'responder', '.', 'naum', 'demoro', 'msg']"
Mais ou menos.,4,Suporte,"['Mais', 'ou', 'menos', '.']"
Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. O suporte pediu novamente as mesmas informações.,8,Suporte,"['Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'dashboard', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
Depois da atualização usabilidade ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. usabilidade demorou para responder. As notificações chegaram atrasadas.,4,Serviços,"['Depois', 'da', 'atualização', 'usabilidade', 'ficou', 'mais', 'simples', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'usabilidade', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
"O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Recebi erro enquanto tentava atualizar cadastro.",9,Geral,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.']"
"Tentei baixar relatório e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",2,Geral,"['Tentei', 'baixar', 'relatório', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'relatórios', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
"Consegui consultar saldo, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Depois da atualização notificações ficou mais simples. naum",9,Suporte,"['Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'notificações', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'notificações', 'ficou', 'mais', 'simples', '.', 'naum']"
"Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em chat.",6,Produto,"['Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.']"
"Consegui emitir boleto, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. Depois da atualização dashboard ficou mais simples. Recebi erro enquanto tentava emitir boleto. travano demoro probelma",0,Pós-venda,"['Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'dashboard', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'travano', 'demoro', 'probelma']"
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Depois da atualização limite ficou mais simples. limite demorou para responder. O suporte pediu novamente as mesmas informações. Tentei consultar saldo e limite travou duas vezes. travano sitema,6,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'limite', 'ficou', 'mais', 'simples', '.', 'limite', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'consultar', 'saldo', 'e', 'limite', 'travou', 'duas', 'vezes', '.', 'travano', 'sitema']"
"Tentei consultar limite e performance travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em chat.",3,Serviços,"['Tentei', 'consultar', 'limite', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.']"
Tentei baixar relatório e extrato travou duas vezes. extrato demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir.,1,Produto,"['Tentei', 'baixar', 'relatório', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'extrato', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
"O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em login. Depois da atualização pagamentos ficou mais simples. ploblema naum",4,Produto,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'pagamentos', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'login', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'ploblema', 'naum']"
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. performance demorou para responder.",5,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'performance', 'demorou', 'para', 'responder', '.']"
Tentei integrar sistema e extrato travou duas vezes. Depois da atualização extrato ficou mais simples. extrato demorou para responder.,0,Pós-venda,"['Tentei', 'integrar', 'sistema', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'extrato', 'demorou', 'para', 'responder', '.']"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Depois da atualização performance ficou mais simples. Tentei fazer transferência e performance travou duas vezes. O carregamento dos relatórios demorou.,2,Serviços,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'Tentei', 'fazer', 'transferência', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
"Consegui consultar limite, mas depois apareceu erro em cartão virtual. As notificações chegaram atrasadas.",2,Pós-venda,"['Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
Sem comentários.,8,Geral,"['Sem', 'comentários', '.']"
"O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e pagamentos travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou.",6,Serviços,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'fazer', 'transferência', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
"O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Depois da atualização notificações ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em limite. demoro vcs",1,Produto,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'notificações', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'notificações', 'ficou', 'mais', 'simples', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'demoro', 'vcs']"
Depois da atualização cadastro ficou mais simples. cadastro demorou para responder. atendimnto,6,Serviços,"['Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'atendimnto']"
"Tentei baixar relatório e extrato travou duas vezes. Depois da atualização extrato ficou mais simples. extrato demorou para responder. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",6,Suporte,"['Tentei', 'baixar', 'relatório', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'extrato', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.']"
"Tentei atualizar cadastro e integração travou duas vezes. integração demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. demoro msg",1,Suporte,"['Tentei', 'atualizar', 'cadastro', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'integração', 'demorou', 'para', 'responder', '.', 'Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'onboarding', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'demoro', 'msg']"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,4,Serviços,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
"O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e API travou duas vezes. Consegui atualizar cadastro, mas depois apareceu erro em chat. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",1,Serviços,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'API', 'travou', 'duas', 'vezes', '.', 'Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização pagamentos ficou mais simples. Tentei integrar sistema e pagamentos travou duas vezes.,9,Produto,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'Tentei', 'integrar', 'sistema', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.']"
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. performance demorou para responder. ploblema probelma naum,9,Geral,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'performance', 'demorou', 'para', 'responder', '.', 'ploblema', 'probelma', 'naum']"
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. bugou platafroma,7,Serviços,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'bugou', 'platafroma']"
Tentei consultar saldo e integração travou duas vezes. integração demorou para responder. Depois da atualização integração ficou mais simples.,10,Suporte,"['Tentei', 'consultar', 'saldo', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'integração', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.']"
chat demorou para responder. O atendimento resolveu rápido a solicitação. Tentei emitir boleto e chat travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. sitema,1,Suporte,"['chat', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'emitir', 'boleto', 'e', 'chat', 'travou', 'duas', 'vezes', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'sitema']"
"Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.",9,Produto,"['Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'Depois', 'da', 'atualização', 'onboarding', 'ficou', 'mais', 'simples', '.', 'onboarding', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
"Recebi erro enquanto tentava atualizar cadastro. usabilidade demorou para responder. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.",3,Produto,"['Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'usabilidade', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
