comentario,nota,responsavel,comentario_normalizado
O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e limite travou duas vezes. platafroma,5,Pós-venda,o suporte pediu novamente as mesmas informacoes tentei atualizar cadastro e limite travou duas vezes platafroma
limite demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir.,2,Produto,limite demorou para responder as notificacoes chegaram atrasadas recebi erro enquanto tentava baixar relatorio precisei repetir algumas etapas para concluir
"O carregamento dos relatórios demorou. Consegui emitir boleto, mas depois apareceu erro em onboarding. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e usabilidade travou duas vezes. vcs",8,Pós-venda,o carregamento dos relatorios demorou consegui emitir boleto mas depois apareceu erro em onboarding recebi erro enquanto tentava emitir boleto precisei repetir algumas etapas para concluir tentei emitir boleto e usabilidade travou duas vezes vcs
"O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui atualizar cadastro, mas depois apareceu erro em API. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. probelma platafroma vcs",2,Suporte,o suporte pediu novamente as mesmas informacoes o atendimento resolveu rapido a solicitacao precisei repetir algumas etapas para concluir consegui atualizar cadastro mas depois apareceu erro em api as notificacoes chegaram atrasadas recebi erro enquanto tentava atualizar cadastro probelma platafroma vcs
Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e usabilidade travou duas vezes.,7,Pós-venda,precisei repetir algumas etapas para concluir tentei atualizar cadastro e usabilidade travou duas vezes
O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Tentei consultar saldo e extrato travou duas vezes. Recebi erro enquanto tentava consultar saldo. extrato demorou para responder. O carregamento dos relatórios demorou.,5,Produto,o atendimento resolveu rapido a solicitacao depois da atualizacao extrato ficou mais simples tentei consultar saldo e extrato travou duas vezes recebi erro enquanto tentava consultar saldo extrato demorou para responder o carregamento dos relatorios demorou
As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. vcs,1,Serviços,as notificacoes chegaram atrasadas recebi erro enquanto tentava baixar relatorio vcs
Recebi erro enquanto tentava emitir boleto. Depois da atualização relatórios ficou mais simples. relatórios demorou para responder. Tentei emitir boleto e relatórios travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,2,Suporte,recebi erro enquanto tentava emitir boleto depois da atualizacao relatorios ficou mais simples relatorios demorou para responder tentei emitir boleto e relatorios travou duas vezes precisei repetir algumas etapas para concluir o carregamento dos relatorios demorou
O suporte pediu novamente as mesmas informações. login demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. naum msg,6,Produto,o suporte pediu novamente as mesmas informacoes login demorou para responder as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao naum msg
onboarding demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. atendimnto ploblema,1,Geral,onboarding demorou para responder o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava acompanhar pagamento as notificacoes chegaram atrasadas atendimnto ploblema
"Consegui fazer transferência, mas depois apareceu erro em integração. Tentei fazer transferência e usabilidade travou duas vezes. As notificações chegaram atrasadas.",6,Serviços,consegui fazer transferencia mas depois apareceu erro em integracao tentei fazer transferencia e usabilidade travou duas vezes as notificacoes chegaram atrasadas
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei consultar limite e integração travou duas vezes. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,2,Geral,o suporte pediu novamente as mesmas informacoes as notificacoes chegaram atrasadas tentei consultar limite e integracao travou duas vezes recebi erro enquanto tentava consultar limite precisei repetir algumas etapas para concluir o atendimento resolveu rapido a solicitacao
"O atendimento resolveu rápido a solicitação. notificações demorou para responder. Recebi erro enquanto tentava consultar limite. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em pagamentos. atendimnto probelma",5,Suporte,o atendimento resolveu rapido a solicitacao notificacoes demorou para responder recebi erro enquanto tentava consultar limite as notificacoes chegaram atrasadas consegui consultar limite mas depois apareceu erro em pagamentos atendimnto probelma
Tudo certo.,3,Serviços,tudo certo
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. probelma platafroma vcs,4,Serviços,o atendimento resolveu rapido a solicitacao o suporte pediu novamente as mesmas informacoes probelma platafroma vcs
Tentei acompanhar pagamento e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples.,10,Pós-venda,tentei acompanhar pagamento e cadastro travou duas vezes depois da atualizacao cadastro ficou mais simples
As notificações chegaram atrasadas. Tentei integrar sistema e relatórios travou duas vezes. Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. ploblema,0,Geral,as notificacoes chegaram atrasadas tentei integrar sistema e relatorios travou duas vezes recebi erro enquanto tentava integrar sistema o suporte pediu novamente as mesmas informacoes precisei repetir algumas etapas para concluir ploblema
"O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. Recebi erro enquanto tentava atualizar cadastro. onboarding demorou para responder.",10,Suporte,o suporte pediu novamente as mesmas informacoes depois da atualizacao onboarding ficou mais simples consegui atualizar cadastro mas depois apareceu erro em pagamentos recebi erro enquanto tentava atualizar cadastro onboarding demorou para responder
As notificações chegaram atrasadas. Depois da atualização onboarding ficou mais simples. Tentei baixar relatório e onboarding travou duas vezes. naum atendimnto,10,Produto,as notificacoes chegaram atrasadas depois da atualizacao onboarding ficou mais simples tentei baixar relatorio e onboarding travou duas vezes naum atendimnto
Tentei baixar relatório e dashboard travou duas vezes. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,5,Suporte,tentei baixar relatorio e dashboard travou duas vezes o suporte pediu novamente as mesmas informacoes precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e dashboard travou duas vezes.,1,Produto,as notificacoes chegaram atrasadas o carregamento dos relatorios demorou depois da atualizacao dashboard ficou mais simples dashboard demorou para responder o atendimento resolveu rapido a solicitacao tentei integrar sistema e dashboard travou duas vezes
Achei estranho.,9,Produto,achei estranho
"O suporte pediu novamente as mesmas informações. Depois da atualização chat ficou mais simples. chat demorou para responder. Consegui emitir boleto, mas depois apareceu erro em API. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. bugou",5,Suporte,o suporte pediu novamente as mesmas informacoes depois da atualizacao chat ficou mais simples chat demorou para responder consegui emitir boleto mas depois apareceu erro em api as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir bugou
Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. API demorou para responder. bugou travano sitema,9,Geral,recebi erro enquanto tentava emitir boleto precisei repetir algumas etapas para concluir o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas api demorou para responder bugou travano sitema
O carregamento dos relatórios demorou. Tentei consultar saldo e usabilidade travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir.,7,Suporte,o carregamento dos relatorios demorou tentei consultar saldo e usabilidade travou duas vezes as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava consultar saldo precisei repetir algumas etapas para concluir
limite demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. msg,10,Suporte,limite demorou para responder o carregamento dos relatorios demorou precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas recebi erro enquanto tentava integrar sistema o atendimento resolveu rapido a solicitacao msg
"O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em login. Depois da atualização extrato ficou mais simples. O carregamento dos relatórios demorou.",7,Produto,o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas recebi erro enquanto tentava acompanhar pagamento consegui acompanhar pagamento mas depois apareceu erro em login depois da atualizacao extrato ficou mais simples o carregamento dos relatorios demorou
Regular.,4,Pós-venda,regular
"O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples. Consegui fazer transferência, mas depois apareceu erro em notificações.",7,Geral,o atendimento resolveu rapido a solicitacao depois da atualizacao limite ficou mais simples consegui fazer transferencia mas depois apareceu erro em notificacoes
Tentei atualizar cadastro e dashboard travou duas vezes. O suporte pediu novamente as mesmas informações. dashboard demorou para responder. probelma platafroma ploblema,2,Geral,tentei atualizar cadastro e dashboard travou duas vezes o suporte pediu novamente as mesmas informacoes dashboard demorou para responder probelma platafroma ploblema
O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e dashboard travou duas vezes. Precisei repetir algumas etapas para concluir.,10,Suporte,o atendimento resolveu rapido a solicitacao tentei atualizar cadastro e dashboard travou duas vezes precisei repetir algumas etapas para concluir
"O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. travano msg",5,Suporte,o atendimento resolveu rapido a solicitacao precisei repetir algumas etapas para concluir depois da atualizacao onboarding ficou mais simples consegui consultar saldo mas depois apareceu erro em cadastro o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou travano msg
Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs bugou,7,Produto,recebi erro enquanto tentava acompanhar pagamento as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir depois da atualizacao limite ficou mais simples o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou vcs bugou
Nada a declarar.,10,Serviços,nada a declarar
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,0,Suporte,o suporte pediu novamente as mesmas informacoes as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir
usabilidade demorou para responder. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. qdo,4,Geral,usabilidade demorou para responder precisei repetir algumas etapas para concluir o carregamento dos relatorios demorou qdo
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. probelma,3,Produto,precisei repetir algumas etapas para concluir o suporte pediu novamente as mesmas informacoes probelma
Precisei repetir algumas etapas para concluir. relatórios demorou para responder. Recebi erro enquanto tentava acompanhar pagamento. Depois da atualização relatórios ficou mais simples. Tentei acompanhar pagamento e relatórios travou duas vezes.,8,Produto,precisei repetir algumas etapas para concluir relatorios demorou para responder recebi erro enquanto tentava acompanhar pagamento depois da atualizacao relatorios ficou mais simples tentei acompanhar pagamento e relatorios travou duas vezes
"Tentei consultar saldo e cartão virtual travou duas vezes. Consegui consultar saldo, mas depois apareceu erro em cadastro. Depois da atualização cartão virtual ficou mais simples. Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. As notificações chegaram atrasadas.",8,Pós-venda,tentei consultar saldo e cartao virtual travou duas vezes consegui consultar saldo mas depois apareceu erro em cadastro depois da atualizacao cartao virtual ficou mais simples precisei repetir algumas etapas para concluir cartao virtual demorou para responder as notificacoes chegaram atrasadas
"Tentei acompanhar pagamento e pagamentos travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em usabilidade. Depois da atualização pagamentos ficou mais simples. O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. O carregamento dos relatórios demorou.",7,Suporte,tentei acompanhar pagamento e pagamentos travou duas vezes consegui acompanhar pagamento mas depois apareceu erro em usabilidade depois da atualizacao pagamentos ficou mais simples o atendimento resolveu rapido a solicitacao pagamentos demorou para responder o carregamento dos relatorios demorou
"Tentei acompanhar pagamento e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Consegui acompanhar pagamento, mas depois apareceu erro em integração. Recebi erro enquanto tentava acompanhar pagamento. atendimnto ploblema",8,Geral,tentei acompanhar pagamento e notificacoes travou duas vezes o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou consegui acompanhar pagamento mas depois apareceu erro em integracao recebi erro enquanto tentava acompanhar pagamento atendimnto ploblema
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. login demorou para responder.,7,Suporte,o atendimento resolveu rapido a solicitacao precisei repetir algumas etapas para concluir login demorou para responder
"cadastro demorou para responder. Consegui consultar saldo, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e cadastro travou duas vezes. Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. demoro naum",8,Geral,cadastro demorou para responder consegui consultar saldo mas depois apareceu erro em dashboard o atendimento resolveu rapido a solicitacao tentei consultar saldo e cadastro travou duas vezes recebi erro enquanto tentava consultar saldo o suporte pediu novamente as mesmas informacoes demoro naum
Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. performance demorou para responder. probelma,5,Serviços,recebi erro enquanto tentava acompanhar pagamento o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas depois da atualizacao performance ficou mais simples performance demorou para responder probelma
"Tentei consultar limite e cartão virtual travou duas vezes. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. vcs sitema bugou",7,Serviços,tentei consultar limite e cartao virtual travou duas vezes as notificacoes chegaram atrasadas consegui consultar limite mas depois apareceu erro em usabilidade o carregamento dos relatorios demorou recebi erro enquanto tentava consultar limite vcs sitema bugou
"Consegui consultar saldo, mas depois apareceu erro em notificações. Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e performance travou duas vezes. Recebi erro enquanto tentava consultar saldo. probelma",9,Pós-venda,consegui consultar saldo mas depois apareceu erro em notificacoes depois da atualizacao performance ficou mais simples precisei repetir algumas etapas para concluir o atendimento resolveu rapido a solicitacao tentei consultar saldo e performance travou duas vezes recebi erro enquanto tentava consultar saldo probelma
Sem opinião.,9,Produto,sem opiniao
As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento.,3,Suporte,as notificacoes chegaram atrasadas recebi erro enquanto tentava acompanhar pagamento
Depois da atualização pagamentos ficou mais simples. pagamentos demorou para responder.,0,Serviços,depois da atualizacao pagamentos ficou mais simples pagamentos demorou para responder
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em pagamentos. atendimnto qdo",4,Produto,as notificacoes chegaram atrasadas o carregamento dos relatorios demorou o suporte pediu novamente as mesmas informacoes consegui fazer transferencia mas depois apareceu erro em pagamentos atendimnto qdo
"Consegui consultar saldo, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Depois da atualização chat ficou mais simples. O suporte pediu novamente as mesmas informações.",5,Serviços,consegui consultar saldo mas depois apareceu erro em cadastro as notificacoes chegaram atrasadas depois da atualizacao chat ficou mais simples o suporte pediu novamente as mesmas informacoes
O atendimento resolveu rápido a solicitação. Depois da atualização usabilidade ficou mais simples. Tentei consultar saldo e usabilidade travou duas vezes. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. usabilidade demorou para responder.,7,Suporte,o atendimento resolveu rapido a solicitacao depois da atualizacao usabilidade ficou mais simples tentei consultar saldo e usabilidade travou duas vezes as notificacoes chegaram atrasadas recebi erro enquanto tentava consultar saldo usabilidade demorou para responder
"O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em dashboard. relatórios demorou para responder. As notificações chegaram atrasadas.",0,Serviços,o suporte pediu novamente as mesmas informacoes precisei repetir algumas etapas para concluir o atendimento resolveu rapido a solicitacao consegui consultar limite mas depois apareceu erro em dashboard relatorios demorou para responder as notificacoes chegaram atrasadas
O suporte pediu novamente as mesmas informações. onboarding demorou para responder. Tentei baixar relatório e onboarding travou duas vezes. O carregamento dos relatórios demorou. atendimnto vcs bugou,8,Serviços,o suporte pediu novamente as mesmas informacoes onboarding demorou para responder tentei baixar relatorio e onboarding travou duas vezes o carregamento dos relatorios demorou atendimnto vcs bugou
Precisei repetir algumas etapas para concluir. limite demorou para responder. sitema travano platafroma,10,Pós-venda,precisei repetir algumas etapas para concluir limite demorou para responder sitema travano platafroma
"Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em notificações.",9,Geral,recebi erro enquanto tentava consultar saldo consegui consultar saldo mas depois apareceu erro em notificacoes
Depois da atualização login ficou mais simples. Tentei consultar saldo e login travou duas vezes. Recebi erro enquanto tentava consultar saldo. As notificações chegaram atrasadas. login demorou para responder.,1,Geral,depois da atualizacao login ficou mais simples tentei consultar saldo e login travou duas vezes recebi erro enquanto tentava consultar saldo as notificacoes chegaram atrasadas login demorou para responder
Tentei consultar saldo e relatórios travou duas vezes. Precisei repetir algumas etapas para concluir.,6,Suporte,tentei consultar saldo e relatorios travou duas vezes precisei repetir algumas etapas para concluir
Precisei repetir algumas etapas para concluir. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,4,Suporte,precisei repetir algumas etapas para concluir depois da atualizacao pagamentos ficou mais simples as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes
Tentei integrar sistema e extrato travou duas vezes. O suporte pediu novamente as mesmas informações. extrato demorou para responder. As notificações chegaram atrasadas. Depois da atualização extrato ficou mais simples. atendimnto,8,Suporte,tentei integrar sistema e extrato travou duas vezes o suporte pediu novamente as mesmas informacoes extrato demorou para responder as notificacoes chegaram atrasadas depois da atualizacao extrato ficou mais simples atendimnto
Nada a declarar.,0,Produto,nada a declarar
"Recebi erro enquanto tentava emitir boleto. performance demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui emitir boleto, mas depois apareceu erro em dashboard. O carregamento dos relatórios demorou. atendimnto qdo naum",7,Produto,recebi erro enquanto tentava emitir boleto performance demorou para responder precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas consegui emitir boleto mas depois apareceu erro em dashboard o carregamento dos relatorios demorou atendimnto qdo naum
Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e chat travou duas vezes.,5,Serviços,recebi erro enquanto tentava atualizar cadastro o atendimento resolveu rapido a solicitacao tentei atualizar cadastro e chat travou duas vezes
Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite.,1,Geral,depois da atualizacao pagamentos ficou mais simples precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas recebi erro enquanto tentava consultar limite
Recebi erro enquanto tentava fazer transferência. Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas.,1,Geral,recebi erro enquanto tentava fazer transferencia depois da atualizacao performance ficou mais simples as notificacoes chegaram atrasadas
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. dashboard demorou para responder. naum demoro msg,4,Suporte,o suporte pediu novamente as mesmas informacoes as notificacoes chegaram atrasadas o carregamento dos relatorios demorou dashboard demorou para responder naum demoro msg
Mais ou menos.,4,Suporte,mais ou menos
Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. O suporte pediu novamente as mesmas informações.,8,Suporte,depois da atualizacao dashboard ficou mais simples dashboard demorou para responder o suporte pediu novamente as mesmas informacoes
Depois da atualização usabilidade ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. usabilidade demorou para responder. As notificações chegaram atrasadas.,4,Serviços,depois da atualizacao usabilidade ficou mais simples o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava fazer transferencia o carregamento dos relatorios demorou usabilidade demorou para responder as notificacoes chegaram atrasadas
"O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Recebi erro enquanto tentava atualizar cadastro.",9,Geral,o atendimento resolveu rapido a solicitacao o carregamento dos relatorios demorou o suporte pediu novamente as mesmas informacoes consegui atualizar cadastro mas depois apareceu erro em usabilidade recebi erro enquanto tentava atualizar cadastro
"Tentei baixar relatório e pagamentos travou duas vezes. Depois da atualização pagamentos ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",2,Geral,tentei baixar relatorio e pagamentos travou duas vezes depois da atualizacao pagamentos ficou mais simples consegui baixar relatorio mas depois apareceu erro em relatorios o carregamento dos relatorios demorou as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao
"Consegui consultar saldo, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Depois da atualização notificações ficou mais simples. naum",9,Suporte,consegui consultar saldo mas depois apareceu erro em limite o suporte pediu novamente as mesmas informacoes notificacoes demorou para responder depois da atualizacao notificacoes ficou mais simples naum
"Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em chat.",6,Produto,depois da atualizacao relatorios ficou mais simples as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir consegui baixar relatorio mas depois apareceu erro em chat
"Consegui emitir boleto, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. Depois da atualização dashboard ficou mais simples. Recebi erro enquanto tentava emitir boleto. travano demoro probelma",0,Pós-venda,consegui emitir boleto mas depois apareceu erro em chat o atendimento resolveu rapido a solicitacao dashboard demorou para responder precisei repetir algumas etapas para concluir depois da atualizacao dashboard ficou mais simples recebi erro enquanto tentava emitir boleto travano demoro probelma
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Depois da atualização limite ficou mais simples. limite demorou para responder. O suporte pediu novamente as mesmas informações. Tentei consultar saldo e limite travou duas vezes. travano sitema,6,Suporte,o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas depois da atualizacao limite ficou mais simples limite demorou para responder o suporte pediu novamente as mesmas informacoes tentei consultar saldo e limite travou duas vezes travano sitema
"Tentei consultar limite e performance travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em chat.",3,Serviços,tentei consultar limite e performance travou duas vezes o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou as notificacoes chegaram atrasadas consegui consultar limite mas depois apareceu erro em chat
Tentei baixar relatório e extrato travou duas vezes. extrato demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir.,1,Produto,tentei baixar relatorio e extrato travou duas vezes extrato demorou para responder o atendimento resolveu rapido a solicitacao depois da atualizacao extrato ficou mais simples precisei repetir algumas etapas para concluir
"O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em login. Depois da atualização pagamentos ficou mais simples. ploblema naum",4,Produto,o atendimento resolveu rapido a solicitacao pagamentos demorou para responder precisei repetir algumas etapas para concluir consegui integrar sistema mas depois apareceu erro em login depois da atualizacao pagamentos ficou mais simples ploblema naum
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. performance demorou para responder.",5,Suporte,as notificacoes chegaram atrasadas consegui baixar relatorio mas depois apareceu erro em cadastro o carregamento dos relatorios demorou precisei repetir algumas etapas para concluir performance demorou para responder
Tentei integrar sistema e extrato travou duas vezes. Depois da atualização extrato ficou mais simples. extrato demorou para responder.,0,Pós-venda,tentei integrar sistema e extrato travou duas vezes depois da atualizacao extrato ficou mais simples extrato demorou para responder
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Depois da atualização performance ficou mais simples. Tentei fazer transferência e performance travou duas vezes. O carregamento dos relatórios demorou.,2,Serviços,as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao depois da atualizacao performance ficou mais simples tentei fazer transferencia e performance travou duas vezes o carregamento dos relatorios demorou
"Consegui consultar limite, mas depois apareceu erro em cartão virtual. As notificações chegaram atrasadas.",2,Pós-venda,consegui consultar limite mas depois apareceu erro em cartao virtual as notificacoes chegaram atrasadas
Sem comentários.,8,Geral,sem comentarios
"O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e pagamentos travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou.",6,Serviços,o suporte pediu novamente as mesmas informacoes consegui fazer transferencia mas depois apareceu erro em usabilidade o atendimento resolveu rapido a solicitacao tentei fazer transferencia e pagamentos travou duas vezes as notificacoes chegaram atrasadas o carregamento dos relatorios demorou
"O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Depois da atualização notificações ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em limite. demoro vcs",1,Produto,o carregamento dos relatorios demorou o suporte pediu novamente as mesmas informacoes notificacoes demorou para responder depois da atualizacao notificacoes ficou mais simples consegui baixar relatorio mas depois apareceu erro em limite demoro vcs
Depois da atualização cadastro ficou mais simples. cadastro demorou para responder. atendimnto,6,Serviços,depois da atualizacao cadastro ficou mais simples cadastro demorou para responder atendimnto
"Tentei baixar relatório e extrato travou duas vezes. Depois da atualização extrato ficou mais simples. extrato demorou para responder. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",6,Suporte,tentei baixar relatorio e extrato travou duas vezes depois da atualizacao extrato ficou mais simples extrato demorou para responder recebi erro enquanto tentava baixar relatorio precisei repetir algumas etapas para concluir consegui baixar relatorio mas depois apareceu erro em cartao virtual
"Tentei atualizar cadastro e integração travou duas vezes. integração demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. demoro msg",1,Suporte,tentei atualizar cadastro e integracao travou duas vezes integracao demorou para responder consegui atualizar cadastro mas depois apareceu erro em onboarding as notificacoes chegaram atrasadas depois da atualizacao integracao ficou mais simples o carregamento dos relatorios demorou demoro msg
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,4,Serviços,as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao
