comentario,nota,responsavel,comentario_sem_stopwords
O carregamento dos relatórios demorou. Tentei integrar sistema e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. limite demorou para responder. As notificações chegaram atrasadas. ploblema,10,Produto,carregamento relatorios demorou tentei integrar limite travou duas vezes suporte pediu novamente mesmas informacoes precisei repetir algumas etapas concluir limite demorou responder notificacoes chegaram atrasadas ploblema
"Precisei repetir algumas etapas para concluir. Consegui consultar limite, mas depois apareceu erro em integração.",4,Produto,precisei repetir algumas etapas concluir consegui consultar limite apareceu erro integracao
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. travano,2,Serviços,precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes travano
"Depois da atualização onboarding ficou mais simples. Tentei integrar sistema e onboarding travou duas vezes. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em performance. sitema naum",3,Suporte,atualizacao onboarding ficou simples tentei integrar onboarding travou duas vezes carregamento relatorios demorou consegui integrar apareceu erro performance sitema naum
Nada a declarar.,3,Produto,nada declarar
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório.,5,Pós-venda,atendimento resolveu rapido solicitacao recebi erro enquanto tentava baixar relatorio
"Depois da atualização limite ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório.",1,Suporte,atualizacao limite ficou simples atendimento resolveu rapido solicitacao consegui baixar relatorio apareceu erro usabilidade carregamento relatorios demorou recebi erro enquanto tentava baixar relatorio
"As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples. O atendimento resolveu rápido a solicitação. notificações demorou para responder. Consegui emitir boleto, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações.",9,Suporte,notificacoes chegaram atrasadas atualizacao notificacoes ficou simples atendimento resolveu rapido solicitacao notificacoes demorou responder consegui emitir boleto apareceu erro limite suporte pediu novamente mesmas informacoes
pagamentos demorou para responder. O carregamento dos relatórios demorou.,0,Geral,pagamentos demorou responder carregamento relatorios demorou
Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. notificações demorou para responder.,4,Geral,precisei repetir algumas etapas concluir atualizacao notificacoes ficou simples notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes notificacoes demorou responder
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei consultar limite e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em integração. O carregamento dos relatórios demorou.",6,Suporte,precisei repetir algumas etapas concluir notificacoes chegaram atrasadas tentei consultar limite pagamentos travou duas vezes suporte pediu novamente mesmas informacoes consegui consultar limite apareceu erro integracao carregamento relatorios demorou
Precisei repetir algumas etapas para concluir. Tentei acompanhar pagamento e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. ploblema bugou,1,Produto,precisei repetir algumas etapas concluir tentei acompanhar pagamento pagamentos travou duas vezes suporte pediu novamente mesmas informacoes atualizacao pagamentos ficou simples ploblema bugou
"O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. limite demorou para responder. Consegui integrar sistema, mas depois apareceu erro em API.",2,Produto,suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao limite demorou responder consegui integrar apareceu erro api
"Depois da atualização limite ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e limite travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em onboarding. limite demorou para responder. Precisei repetir algumas etapas para concluir.",9,Suporte,atualizacao limite ficou simples suporte pediu novamente mesmas informacoes tentei fazer transferencia limite travou duas vezes consegui fazer transferencia apareceu erro onboarding limite demorou responder precisei repetir algumas etapas concluir
Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. cartão virtual demorou para responder.,1,Suporte,atualizacao cartao virtual ficou simples carregamento relatorios demorou cartao virtual demorou responder
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,0,Pós-venda,carregamento relatorios demorou atendimento resolveu rapido solicitacao
"Consegui consultar saldo, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir.",0,Produto,consegui consultar saldo apareceu erro extrato precisei repetir algumas etapas concluir
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em limite. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir.",2,Serviços,notificacoes chegaram atrasadas consegui baixar relatorio apareceu erro limite recebi erro enquanto tentava baixar relatorio precisei repetir algumas etapas concluir
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em cartão virtual. Depois da atualização API ficou mais simples.",1,Serviços,carregamento relatorios demorou notificacoes chegaram atrasadas recebi erro enquanto tentava consultar limite consegui consultar limite apareceu erro cartao virtual atualizacao api ficou simples
"Consegui acompanhar pagamento, mas depois apareceu erro em dashboard. relatórios demorou para responder.",6,Serviços,consegui acompanhar pagamento apareceu erro dashboard relatorios demorou responder
"Tentei consultar limite e chat travou duas vezes. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em relatórios. demoro platafroma",4,Produto,tentei consultar limite chat travou duas vezes suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas consegui consultar limite apareceu erro relatorios demoro platafroma
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e pagamentos travou duas vezes. platafroma sitema msg,5,Produto,precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao suporte pediu novamente mesmas informacoes tentei acompanhar pagamento pagamentos travou duas vezes platafroma sitema msg
"Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em dashboard. O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. travano",8,Suporte,precisei repetir algumas etapas concluir consegui fazer transferencia apareceu erro dashboard suporte pediu novamente mesmas informacoes atualizacao onboarding ficou simples recebi erro enquanto tentava fazer transferencia notificacoes chegaram atrasadas travano
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. demoro sitema,0,Serviços,suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao demoro sitema
Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. chat demorou para responder.,0,Serviços,recebi erro enquanto tentava acompanhar pagamento atendimento resolveu rapido solicitacao chat demorou responder
"O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. dashboard demorou para responder. Consegui baixar relatório, mas depois apareceu erro em extrato.",4,Suporte,carregamento relatorios demorou suporte pediu novamente mesmas informacoes dashboard demorou responder consegui baixar relatorio apareceu erro extrato
"Consegui baixar relatório, mas depois apareceu erro em limite. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. API demorou para responder. Depois da atualização API ficou mais simples.",1,Produto,consegui baixar relatorio apareceu erro limite precisei repetir algumas etapas concluir carregamento relatorios demorou recebi erro enquanto tentava baixar relatorio api demorou responder atualizacao api ficou simples
Mais ou menos.,2,Serviços,menos
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei consultar limite e cartão virtual travou duas vezes.,5,Suporte,precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao tentei consultar limite cartao virtual travou duas vezes
"Consegui emitir boleto, mas depois apareceu erro em pagamentos. relatórios demorou para responder. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. sitema atendimnto travano",0,Suporte,consegui emitir boleto apareceu erro pagamentos relatorios demorou responder notificacoes chegaram atrasadas carregamento relatorios demorou recebi erro enquanto tentava emitir boleto sitema atendimnto travano
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,1,Suporte,carregamento relatorios demorou suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. login demorou para responder.,4,Suporte,precisei repetir algumas etapas concluir recebi erro enquanto tentava fazer transferencia suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao carregamento relatorios demorou login demorou responder
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Tentei consultar limite e API travou duas vezes.,10,Produto,carregamento relatorios demorou notificacoes chegaram atrasadas tentei consultar limite api travou duas vezes
"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em integração. Precisei repetir algumas etapas para concluir. notificações demorou para responder.",1,Pós-venda,atendimento resolveu rapido solicitacao recebi erro enquanto tentava atualizar cadastro consegui atualizar cadastro apareceu erro integracao precisei repetir algumas etapas concluir notificacoes demorou responder
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,4,Produto,atendimento resolveu rapido solicitacao carregamento relatorios demorou
Achei estranho.,4,Suporte,achei estranho
cartão virtual demorou para responder. Tentei integrar sistema e cartão virtual travou duas vezes.,5,Serviços,cartao virtual demorou responder tentei integrar cartao virtual travou duas vezes
"Depois da atualização dashboard ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. dashboard demorou para responder. As notificações chegaram atrasadas.",10,Suporte,atualizacao dashboard ficou simples consegui integrar apareceu erro usabilidade precisei repetir algumas etapas concluir recebi erro enquanto tentava integrar dashboard demorou responder notificacoes chegaram atrasadas
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e cartão virtual travou duas vezes. Depois da atualização cartão virtual ficou mais simples. qdo,5,Suporte,suporte pediu novamente mesmas informacoes precisei repetir algumas etapas concluir cartao virtual demorou responder carregamento relatorios demorou tentei acompanhar pagamento cartao virtual travou duas vezes atualizacao cartao virtual ficou simples qdo
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,2,Serviços,precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e notificações travou duas vezes. O carregamento dos relatórios demorou. travano bugou,7,Suporte,precisei repetir algumas etapas concluir tentei integrar notificacoes travou duas vezes carregamento relatorios demorou travano bugou
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.,2,Suporte,atendimento resolveu rapido solicitacao precisei repetir algumas etapas concluir
"O suporte pediu novamente as mesmas informações. Depois da atualização performance ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui fazer transferência, mas depois apareceu erro em cartão virtual. performance demorou para responder. As notificações chegaram atrasadas.",5,Produto,suporte pediu novamente mesmas informacoes atualizacao performance ficou simples atendimento resolveu rapido solicitacao consegui fazer transferencia apareceu erro cartao virtual performance demorou responder notificacoes chegaram atrasadas
Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e chat travou duas vezes. O atendimento resolveu rápido a solicitação. naum bugou atendimnto,3,Suporte,recebi erro enquanto tentava atualizar cadastro tentei atualizar cadastro chat travou duas vezes atendimento resolveu rapido solicitacao naum bugou atendimnto
O atendimento resolveu rápido a solicitação. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo.,8,Serviços,atendimento resolveu rapido solicitacao atualizacao usabilidade ficou simples usabilidade demorou responder precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes recebi erro enquanto tentava consultar saldo
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em relatórios.",0,Produto,precisei repetir algumas etapas concluir carregamento relatorios demorou suporte pediu novamente mesmas informacoes consegui consultar limite apareceu erro relatorios
"integração demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em pagamentos. msg",0,Serviços,integracao demorou responder atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas carregamento relatorios demorou consegui integrar apareceu erro pagamentos msg
Depois da atualização relatórios ficou mais simples. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e relatórios travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,8,Produto,atualizacao relatorios ficou simples atendimento resolveu rapido solicitacao tentei integrar relatorios travou duas vezes notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes carregamento relatorios demorou
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,0,Serviços,suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas
"O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em notificações. As notificações chegaram atrasadas. qdo",0,Serviços,suporte pediu novamente mesmas informacoes carregamento relatorios demorou precisei repetir algumas etapas concluir consegui consultar saldo apareceu erro notificacoes notificacoes chegaram atrasadas qdo
"Depois da atualização onboarding ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em integração.",10,Suporte,atualizacao onboarding ficou simples consegui atualizar cadastro apareceu erro integracao
Recebi erro enquanto tentava consultar saldo. cadastro demorou para responder. sitema,1,Produto,recebi erro enquanto tentava consultar saldo cadastro demorou responder sitema
"O suporte pediu novamente as mesmas informações. cadastro demorou para responder. As notificações chegaram atrasadas. Tentei consultar limite e cadastro travou duas vezes. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em dashboard.",2,Produto,suporte pediu novamente mesmas informacoes cadastro demorou responder notificacoes chegaram atrasadas tentei consultar limite cadastro travou duas vezes atendimento resolveu rapido solicitacao consegui consultar limite apareceu erro dashboard
Ok.,7,Produto,ok
O atendimento resolveu rápido a solicitação. API demorou para responder. Tentei integrar sistema e API travou duas vezes. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. probelma qdo travano,9,Produto,atendimento resolveu rapido solicitacao api demorou responder tentei integrar api travou duas vezes suporte pediu novamente mesmas informacoes recebi erro enquanto tentava integrar probelma qdo travano
Mais ou menos.,6,Suporte,menos
"O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. As notificações chegaram atrasadas. Consegui consultar saldo, mas depois apareceu erro em login. O atendimento resolveu rápido a solicitação.",1,Suporte,suporte pediu novamente mesmas informacoes recebi erro enquanto tentava consultar saldo notificacoes chegaram atrasadas consegui consultar saldo apareceu erro login atendimento resolveu rapido solicitacao
"O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em integração. Recebi erro enquanto tentava atualizar cadastro. probelma",0,Suporte,carregamento relatorios demorou consegui atualizar cadastro apareceu erro integracao recebi erro enquanto tentava atualizar cadastro probelma
"Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e performance travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. travano probelma",4,Suporte,recebi erro enquanto tentava atualizar cadastro tentei atualizar cadastro performance travou duas vezes notificacoes chegaram atrasadas carregamento relatorios demorou consegui atualizar cadastro apareceu erro pagamentos travano probelma
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava fazer transferência.,7,Produto,suporte pediu novamente mesmas informacoes recebi erro enquanto tentava fazer transferencia
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Tentei atualizar cadastro e chat travou duas vezes. O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples.,7,Suporte,precisei repetir algumas etapas concluir carregamento relatorios demorou tentei atualizar cadastro chat travou duas vezes atendimento resolveu rapido solicitacao atualizacao chat ficou simples
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. qdo probelma travano,5,Produto,carregamento relatorios demorou atendimento resolveu rapido solicitacao atualizacao pagamentos ficou simples notificacoes chegaram atrasadas qdo probelma travano
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e extrato travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,7,Produto,precisei repetir algumas etapas concluir recebi erro enquanto tentava atualizar cadastro tentei atualizar cadastro extrato travou duas vezes notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. notificações demorou para responder. Recebi erro enquanto tentava baixar relatório. O atendimento resolveu rápido a solicitação.,9,Serviços,suporte pediu novamente mesmas informacoes carregamento relatorios demorou notificacoes chegaram atrasadas notificacoes demorou responder recebi erro enquanto tentava baixar relatorio atendimento resolveu rapido solicitacao
Tentei atualizar cadastro e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. notificações demorou para responder. qdo bugou,4,Produto,tentei atualizar cadastro notificacoes travou duas vezes suporte pediu novamente mesmas informacoes notificacoes demorou responder qdo bugou
"Depois da atualização limite ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em extrato. As notificações chegaram atrasadas.",6,Suporte,atualizacao limite ficou simples atendimento resolveu rapido solicitacao consegui integrar apareceu erro extrato notificacoes chegaram atrasadas
"dashboard demorou para responder. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e dashboard travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em cartão virtual. Depois da atualização dashboard ficou mais simples.",4,Serviços,dashboard demorou responder atendimento resolveu rapido solicitacao recebi erro enquanto tentava acompanhar pagamento tentei acompanhar pagamento dashboard travou duas vezes consegui acompanhar pagamento apareceu erro cartao virtual atualizacao dashboard ficou simples
Depois da atualização integração ficou mais simples. integração demorou para responder.,0,Serviços,atualizacao integracao ficou simples integracao demorou responder
O carregamento dos relatórios demorou. Tentei consultar saldo e login travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. atendimnto,10,Pós-venda,carregamento relatorios demorou tentei consultar saldo login travou duas vezes notificacoes chegaram atrasadas atendimento resolveu rapido solicitacao atendimnto
O atendimento resolveu rápido a solicitação. Depois da atualização usabilidade ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo. Tentei consultar saldo e usabilidade travou duas vezes. vcs sitema,4,Produto,atendimento resolveu rapido solicitacao atualizacao usabilidade ficou simples carregamento relatorios demorou recebi erro enquanto tentava consultar saldo tentei consultar saldo usabilidade travou duas vezes vcs sitema
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e usabilidade travou duas vezes. platafroma probelma",0,Produto,notificacoes chegaram atrasadas consegui baixar relatorio apareceu erro dashboard atendimento resolveu rapido solicitacao recebi erro enquanto tentava baixar relatorio tentei baixar relatorio usabilidade travou duas vezes platafroma probelma
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. login demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite.",7,Geral,carregamento relatorios demorou notificacoes chegaram atrasadas precisei repetir algumas etapas concluir login demorou responder consegui consultar saldo apareceu erro limite
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema. Depois da atualização usabilidade ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em notificações. atendimnto",1,Geral,suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas atendimento resolveu rapido solicitacao recebi erro enquanto tentava integrar atualizacao usabilidade ficou simples consegui integrar apareceu erro notificacoes atendimnto
"Consegui baixar relatório, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.",7,Suporte,consegui baixar relatorio apareceu erro relatorios atendimento resolveu rapido solicitacao recebi erro enquanto tentava baixar relatorio precisei repetir algumas etapas concluir carregamento relatorios demorou
Recebi erro enquanto tentava baixar relatório. O suporte pediu novamente as mesmas informações.,2,Suporte,recebi erro enquanto tentava baixar relatorio suporte pediu novamente mesmas informacoes
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório.,9,Suporte,atendimento resolveu rapido solicitacao recebi erro enquanto tentava baixar relatorio
O suporte pediu novamente as mesmas informações. Depois da atualização notificações ficou mais simples.,10,Pós-venda,suporte pediu novamente mesmas informacoes atualizacao notificacoes ficou simples
"O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em dashboard. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. performance demorou para responder. travano",9,Suporte,atendimento resolveu rapido solicitacao consegui integrar apareceu erro dashboard carregamento relatorios demorou notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes performance demorou responder travano
usabilidade demorou para responder. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,10,Geral,usabilidade demorou responder carregamento relatorios demorou recebi erro enquanto tentava consultar saldo precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao
O carregamento dos relatórios demorou. Tentei consultar saldo e integração travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização integração ficou mais simples. O suporte pediu novamente as mesmas informações. ploblema,0,Produto,carregamento relatorios demorou tentei consultar saldo integracao travou duas vezes atendimento resolveu rapido solicitacao precisei repetir algumas etapas concluir atualizacao integracao ficou simples suporte pediu novamente mesmas informacoes ploblema
"Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. extrato demorou para responder. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo. ploblema vcs sitema",3,Geral,atualizacao extrato ficou simples precisei repetir algumas etapas concluir consegui consultar saldo apareceu erro cartao virtual extrato demorou responder carregamento relatorios demorou recebi erro enquanto tentava consultar saldo ploblema vcs sitema
Mais ou menos.,2,Produto,menos
"O suporte pediu novamente as mesmas informações. chat demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em cartão virtual. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização chat ficou mais simples.",4,Produto,suporte pediu novamente mesmas informacoes chat demorou responder consegui atualizar cadastro apareceu erro cartao virtual recebi erro enquanto tentava atualizar cadastro atualizacao chat ficou simples
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,8,Serviços,atendimento resolveu rapido solicitacao recebi erro enquanto tentava fazer transferencia notificacoes chegaram atrasadas precisei repetir algumas etapas concluir carregamento relatorios demorou suporte pediu novamente mesmas informacoes
relatórios demorou para responder. Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. atendimnto,4,Suporte,relatorios demorou responder atualizacao relatorios ficou simples carregamento relatorios demorou recebi erro enquanto tentava fazer transferencia notificacoes chegaram atrasadas atendimnto
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em relatórios. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e onboarding travou duas vezes. onboarding demorou para responder.",2,Produto,notificacoes chegaram atrasadas consegui baixar relatorio apareceu erro relatorios suporte pediu novamente mesmas informacoes tentei baixar relatorio onboarding travou duas vezes onboarding demorou responder
limite demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,4,Serviços,limite demorou responder suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas
Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. probelma,5,Produto,atualizacao dashboard ficou simples atendimento resolveu rapido solicitacao probelma
Depois da atualização relatórios ficou mais simples. Tentei integrar sistema e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,10,Produto,atualizacao relatorios ficou simples tentei integrar relatorios travou duas vezes atendimento resolveu rapido solicitacao carregamento relatorios demorou
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em performance.",7,Produto,notificacoes chegaram atrasadas precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes atualizacao extrato ficou simples consegui consultar saldo apareceu erro performance
"Tentei baixar relatório e dashboard travou duas vezes. Depois da atualização dashboard ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em API. Recebi erro enquanto tentava baixar relatório. dashboard demorou para responder.",8,Suporte,tentei baixar relatorio dashboard travou duas vezes atualizacao dashboard ficou simples consegui baixar relatorio apareceu erro api recebi erro enquanto tentava baixar relatorio dashboard demorou responder
"integração demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em API.",10,Produto,integracao demorou responder suporte pediu novamente mesmas informacoes recebi erro enquanto tentava atualizar cadastro consegui atualizar cadastro apareceu erro api
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei baixar relatório e pagamentos travou duas vezes. pagamentos demorou para responder. demoro travano vcs,5,Serviços,atendimento resolveu rapido solicitacao suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas tentei baixar relatorio pagamentos travou duas vezes pagamentos demorou responder demoro travano vcs
"Recebi erro enquanto tentava acompanhar pagamento. integração demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em limite. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. bugou qdo vcs",1,Suporte,recebi erro enquanto tentava acompanhar pagamento integracao demorou responder consegui acompanhar pagamento apareceu erro limite notificacoes chegaram atrasadas carregamento relatorios demorou suporte pediu novamente mesmas informacoes bugou qdo vcs
Sem opinião.,7,Suporte,opiniao
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e cartão virtual travou duas vezes. Recebi erro enquanto tentava integrar sistema.,1,Pós-venda,precisei repetir algumas etapas concluir tentei integrar cartao virtual travou duas vezes recebi erro enquanto tentava integrar
Tentei consultar saldo e pagamentos travou duas vezes. O carregamento dos relatórios demorou. pagamentos demorou para responder. qdo sitema ploblema,7,Suporte,tentei consultar saldo pagamentos travou duas vezes carregamento relatorios demorou pagamentos demorou responder qdo sitema ploblema
"cartão virtual demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em extrato.",9,Geral,cartao virtual demorou responder consegui atualizar cadastro apareceu erro extrato
O carregamento dos relatórios demorou. Tentei baixar relatório e cadastro travou duas vezes. cadastro demorou para responder. atendimnto sitema,2,Suporte,carregamento relatorios demorou tentei baixar relatorio cadastro travou duas vezes cadastro demorou responder atendimnto sitema
Ok.,6,Suporte,ok
