comentario,nota,responsavel,comentario_original,is_noise,comentario_filtrado
"Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em chat. performance demorou para responder. Tentei integrar sistema e performance travou duas vezes. Depois da atualização performance ficou mais simples.",2,Produto,"Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em chat. performance demorou para responder. Tentei integrar sistema e performance travou duas vezes. Depois da atualização performance ficou mais simples.",False,"Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em chat. performance demorou para responder. Tentei integrar sistema e performance travou duas vezes. Depois da atualização performance ficou mais simples."
Tudo certo.,5,Produto,Tudo certo.,True,
"O atendimento resolveu rápido a solicitação. integração demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em extrato. Depois da atualização integração ficou mais simples. vcs bugou",1,Geral,"O atendimento resolveu rápido a solicitação. integração demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em extrato. Depois da atualização integração ficou mais simples. vcs bugou",False,"O atendimento resolveu rápido a solicitação. integração demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em extrato. Depois da atualização integração ficou mais simples. vcs bugou"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,0,Geral,O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,False,O carregamento dos relatórios demorou. As notificações chegaram atrasadas.
Tudo certo.,4,Serviços,Tudo certo.,True,
Achei estranho.,2,Suporte,Achei estranho.,True,
"chat demorou para responder. As notificações chegaram atrasadas. Tentei baixar relatório e chat travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. ploblema",7,Suporte,"chat demorou para responder. As notificações chegaram atrasadas. Tentei baixar relatório e chat travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. ploblema",False,"chat demorou para responder. As notificações chegaram atrasadas. Tentei baixar relatório e chat travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. ploblema"
"Tentei consultar saldo e API travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. platafroma msg",3,Serviços,"Tentei consultar saldo e API travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. platafroma msg",False,"Tentei consultar saldo e API travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. platafroma msg"
"Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. chat demorou para responder. Recebi erro enquanto tentava integrar sistema.",8,Suporte,"Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. chat demorou para responder. Recebi erro enquanto tentava integrar sistema.",False,"Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. chat demorou para responder. Recebi erro enquanto tentava integrar sistema."
"Depois da atualização cartão virtual ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em performance. Tentei baixar relatório e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",1,Produto,"Depois da atualização cartão virtual ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em performance. Tentei baixar relatório e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",False,"Depois da atualização cartão virtual ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em performance. Tentei baixar relatório e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação."
"O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação.",5,Suporte,"O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação.",False,"O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação."
O carregamento dos relatórios demorou. Tentei atualizar cadastro e extrato travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. ploblema,3,Suporte,O carregamento dos relatórios demorou. Tentei atualizar cadastro e extrato travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. ploblema,False,O carregamento dos relatórios demorou. Tentei atualizar cadastro e extrato travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. ploblema
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite.,10,Suporte,O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite.,False,O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite.
O suporte pediu novamente as mesmas informações. performance demorou para responder. Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. demoro bugou platafroma,6,Serviços,O suporte pediu novamente as mesmas informações. performance demorou para responder. Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. demoro bugou platafroma,False,O suporte pediu novamente as mesmas informações. performance demorou para responder. Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. demoro bugou platafroma
As notificações chegaram atrasadas. Tentei consultar limite e pagamentos travou duas vezes. sitema vcs qdo,1,Suporte,As notificações chegaram atrasadas. Tentei consultar limite e pagamentos travou duas vezes. sitema vcs qdo,False,As notificações chegaram atrasadas. Tentei consultar limite e pagamentos travou duas vezes. sitema vcs qdo
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. Tentei integrar sistema e cadastro travou duas vezes. As notificações chegaram atrasadas.,9,Suporte,O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. Tentei integrar sistema e cadastro travou duas vezes. As notificações chegaram atrasadas.,False,O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. Tentei integrar sistema e cadastro travou duas vezes. As notificações chegaram atrasadas.
Tentei consultar limite e API travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. API demorou para responder.,7,Suporte,Tentei consultar limite e API travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. API demorou para responder.,False,Tentei consultar limite e API travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. API demorou para responder.
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum atendimnto,2,Geral,As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum atendimnto,False,As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum atendimnto
"Consegui integrar sistema, mas depois apareceu erro em cartão virtual. login demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.",1,Geral,"Consegui integrar sistema, mas depois apareceu erro em cartão virtual. login demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.",False,"Consegui integrar sistema, mas depois apareceu erro em cartão virtual. login demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir."
Sem opinião.,1,Suporte,Sem opinião.,True,
chat demorou para responder. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,1,Produto,chat demorou para responder. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,False,chat demorou para responder. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema.,2,Serviços,O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema.,False,O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema.
O atendimento resolveu rápido a solicitação. Depois da atualização cartão virtual ficou mais simples. cartão virtual demorou para responder. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. naum bugou,7,Produto,O atendimento resolveu rápido a solicitação. Depois da atualização cartão virtual ficou mais simples. cartão virtual demorou para responder. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. naum bugou,False,O atendimento resolveu rápido a solicitação. Depois da atualização cartão virtual ficou mais simples. cartão virtual demorou para responder. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. naum bugou
"O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e login travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em limite.",3,Pós-venda,"O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e login travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em limite.",False,"O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e login travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em limite."
"Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. As notificações chegaram atrasadas. Consegui emitir boleto, mas depois apareceu erro em onboarding.",7,Geral,"Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. As notificações chegaram atrasadas. Consegui emitir boleto, mas depois apareceu erro em onboarding.",False,"Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. As notificações chegaram atrasadas. Consegui emitir boleto, mas depois apareceu erro em onboarding."
Ok.,8,Produto,Ok.,True,
notificações demorou para responder. Precisei repetir algumas etapas para concluir.,5,Produto,notificações demorou para responder. Precisei repetir algumas etapas para concluir.,False,notificações demorou para responder. Precisei repetir algumas etapas para concluir.
Depois da atualização cartão virtual ficou mais simples. Tentei consultar saldo e cartão virtual travou duas vezes. cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. platafroma,9,Produto,Depois da atualização cartão virtual ficou mais simples. Tentei consultar saldo e cartão virtual travou duas vezes. cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. platafroma,False,Depois da atualização cartão virtual ficou mais simples. Tentei consultar saldo e cartão virtual travou duas vezes. cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. platafroma
Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,4,Geral,Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,False,Depois da atualização dashboard ficou mais simples. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.
"O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em performance. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro.",10,Produto,"O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em performance. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro.",False,"O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em performance. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro."
O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e performance travou duas vezes. Depois da atualização performance ficou mais simples. vcs demoro atendimnto,3,Serviços,O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e performance travou duas vezes. Depois da atualização performance ficou mais simples. vcs demoro atendimnto,False,O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e performance travou duas vezes. Depois da atualização performance ficou mais simples. vcs demoro atendimnto
Tentei emitir boleto e cadastro travou duas vezes. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,1,Serviços,Tentei emitir boleto e cadastro travou duas vezes. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,False,Tentei emitir boleto e cadastro travou duas vezes. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.
cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. demoro ploblema,9,Suporte,cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. demoro ploblema,False,cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. demoro ploblema
API demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório.,7,Suporte,API demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório.,False,API demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório.
"Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em integração. login demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs",3,Pós-venda,"Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em integração. login demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs",False,"Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em integração. login demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs"
Tentei emitir boleto e performance travou duas vezes. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. performance demorou para responder.,6,Serviços,Tentei emitir boleto e performance travou duas vezes. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. performance demorou para responder.,False,Tentei emitir boleto e performance travou duas vezes. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. performance demorou para responder.
O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. travano,1,Geral,O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. travano,False,O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. travano
O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. travano,6,Produto,O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. travano,False,O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. travano
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. chat demorou para responder. Tentei emitir boleto e chat travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em dashboard.",2,Suporte,"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. chat demorou para responder. Tentei emitir boleto e chat travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em dashboard.",False,"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. chat demorou para responder. Tentei emitir boleto e chat travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em dashboard."
Depois da atualização extrato ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. extrato demorou para responder. O suporte pediu novamente as mesmas informações.,10,Produto,Depois da atualização extrato ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. extrato demorou para responder. O suporte pediu novamente as mesmas informações.,False,Depois da atualização extrato ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. extrato demorou para responder. O suporte pediu novamente as mesmas informações.
Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Tentei consultar limite e chat travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. ploblema demoro,1,Serviços,Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Tentei consultar limite e chat travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. ploblema demoro,False,Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Tentei consultar limite e chat travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. ploblema demoro
"Tentei acompanhar pagamento e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. onboarding demorou para responder.",5,Serviços,"Tentei acompanhar pagamento e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. onboarding demorou para responder.",False,"Tentei acompanhar pagamento e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. onboarding demorou para responder."
Depois da atualização API ficou mais simples. Precisei repetir algumas etapas para concluir.,1,Suporte,Depois da atualização API ficou mais simples. Precisei repetir algumas etapas para concluir.,False,Depois da atualização API ficou mais simples. Precisei repetir algumas etapas para concluir.
API demorou para responder. Recebi erro enquanto tentava fazer transferência. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou.,4,Suporte,API demorou para responder. Recebi erro enquanto tentava fazer transferência. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou.,False,API demorou para responder. Recebi erro enquanto tentava fazer transferência. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou.
"Consegui atualizar cadastro, mas depois apareceu erro em notificações. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Tentei atualizar cadastro e usabilidade travou duas vezes. demoro",10,Suporte,"Consegui atualizar cadastro, mas depois apareceu erro em notificações. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Tentei atualizar cadastro e usabilidade travou duas vezes. demoro",False,"Consegui atualizar cadastro, mas depois apareceu erro em notificações. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Tentei atualizar cadastro e usabilidade travou duas vezes. demoro"
"Consegui consultar saldo, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. relatórios demorou para responder. O carregamento dos relatórios demorou. Tentei consultar saldo e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. bugou",8,Pós-venda,"Consegui consultar saldo, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. relatórios demorou para responder. O carregamento dos relatórios demorou. Tentei consultar saldo e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. bugou",False,"Consegui consultar saldo, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. relatórios demorou para responder. O carregamento dos relatórios demorou. Tentei consultar saldo e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. bugou"
"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite.",1,Pós-venda,"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite.",False,"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite."
"Consegui consultar limite, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",9,Pós-venda,"Consegui consultar limite, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",False,"Consegui consultar limite, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações."
"onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e onboarding travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. O carregamento dos relatórios demorou.",5,Suporte,"onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e onboarding travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. O carregamento dos relatórios demorou.",False,"onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e onboarding travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. O carregamento dos relatórios demorou."
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei fazer transferência e cartão virtual travou duas vezes. ploblema atendimnto platafroma,10,Pós-venda,Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei fazer transferência e cartão virtual travou duas vezes. ploblema atendimnto platafroma,False,Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei fazer transferência e cartão virtual travou duas vezes. ploblema atendimnto platafroma
cadastro demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. atendimnto probelma,8,Suporte,cadastro demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. atendimnto probelma,False,cadastro demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. atendimnto probelma
Nada a declarar.,5,Serviços,Nada a declarar.,True,
As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e notificações travou duas vezes.,6,Pós-venda,As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e notificações travou duas vezes.,False,As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e notificações travou duas vezes.
"Consegui consultar saldo, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Depois da atualização limite ficou mais simples. Tentei consultar saldo e limite travou duas vezes. Recebi erro enquanto tentava consultar saldo.",4,Suporte,"Consegui consultar saldo, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Depois da atualização limite ficou mais simples. Tentei consultar saldo e limite travou duas vezes. Recebi erro enquanto tentava consultar saldo.",False,"Consegui consultar saldo, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Depois da atualização limite ficou mais simples. Tentei consultar saldo e limite travou duas vezes. Recebi erro enquanto tentava consultar saldo."
Recebi erro enquanto tentava integrar sistema. integração demorou para responder. Precisei repetir algumas etapas para concluir.,0,Suporte,Recebi erro enquanto tentava integrar sistema. integração demorou para responder. Precisei repetir algumas etapas para concluir.,False,Recebi erro enquanto tentava integrar sistema. integração demorou para responder. Precisei repetir algumas etapas para concluir.
"Depois da atualização login ficou mais simples. login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e login travou duas vezes. sitema msg demoro",9,Produto,"Depois da atualização login ficou mais simples. login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e login travou duas vezes. sitema msg demoro",False,"Depois da atualização login ficou mais simples. login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e login travou duas vezes. sitema msg demoro"
O carregamento dos relatórios demorou. Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,9,Suporte,O carregamento dos relatórios demorou. Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,False,O carregamento dos relatórios demorou. Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.
"pagamentos demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e pagamentos travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em login.",4,Produto,"pagamentos demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e pagamentos travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em login.",False,"pagamentos demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e pagamentos travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em login."
"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em dashboard.",0,Produto,"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em dashboard.",False,"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em dashboard."
Sem opinião.,4,Serviços,Sem opinião.,True,
Precisei repetir algumas etapas para concluir. Tentei baixar relatório e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. pagamentos demorou para responder. qdo demoro atendimnto,6,Suporte,Precisei repetir algumas etapas para concluir. Tentei baixar relatório e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. pagamentos demorou para responder. qdo demoro atendimnto,False,Precisei repetir algumas etapas para concluir. Tentei baixar relatório e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. pagamentos demorou para responder. qdo demoro atendimnto
