comentario,nota,responsavel,comentario_stem_porter
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,2,Produto,o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada
As notificações chegaram atrasadas. Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. qdo vcs atendimnto,2,Suporte,as notificaco chegaram atrasada depoi da atualizacao login ficou mai simpl o suport pediu novament as mesma informaco qdo vc atendimnto
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em API.",4,Pós-venda,o carregamento do relatorio demor as notificaco chegaram atrasada consegui baixar relatorio ma depoi apareceu erro em api
cadastro demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.,3,Serviços,cadastro demor para respond o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco
"Consegui emitir boleto, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação.",6,Produto,consegui emitir boleto ma depoi apareceu erro em usabilidad o atendimento resolveu rapido a solicitacao
"Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. relatórios demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. Precisei repetir algumas etapas para concluir.",10,Produto,recebi erro enquanto tentava acompanhar pagamento o suport pediu novament as mesma informaco relatorio demor para respond consegui acompanhar pagamento ma depoi apareceu erro em pagamento precisei repetir alguma etapa para concluir
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,0,Serviços,as notificaco chegaram atrasada precisei repetir alguma etapa para concluir o suport pediu novament as mesma informaco
Tentei atualizar cadastro e cartão virtual travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. Depois da atualização cartão virtual ficou mais simples. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,0,Serviços,tentei atualizar cadastro e cartao virtual travou dua veze recebi erro enquanto tentava atualizar cadastro precisei repetir alguma etapa para concluir depoi da atualizacao cartao virtual ficou mai simpl o suport pediu novament as mesma informaco as notificaco chegaram atrasada
"Consegui integrar sistema, mas depois apareceu erro em pagamentos. Tentei integrar sistema e extrato travou duas vezes. O carregamento dos relatórios demorou. Depois da atualização extrato ficou mais simples.",10,Produto,consegui integrar sistema ma depoi apareceu erro em pagamento tentei integrar sistema e extrato travou dua veze o carregamento do relatorio demor depoi da atualizacao extrato ficou mai simpl
API demorou para responder. Tentei baixar relatório e API travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório.,4,Produto,api demor para respond tentei baixar relatorio e api travou dua veze o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava baixar relatorio
"Tentei baixar relatório e chat travou duas vezes. Depois da atualização chat ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em relatórios. sitema atendimnto",10,Suporte,tentei baixar relatorio e chat travou dua veze depoi da atualizacao chat ficou mai simpl consegui baixar relatorio ma depoi apareceu erro em relatorio sitema atendimnto
O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,6,Geral,o carregamento do relatorio demor as notificaco chegaram atrasada
dashboard demorou para responder. O atendimento resolveu rápido a solicitação. sitema,1,Suporte,dashboard demor para respond o atendimento resolveu rapido a solicitacao sitema
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. travano bugou,2,Suporte,o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir as notificaco chegaram atrasada travano bugou
"O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em pagamentos. Tentei baixar relatório e notificações travou duas vezes. bugou demoro",0,Geral,o suport pediu novament as mesma informaco recebi erro enquanto tentava baixar relatorio o carregamento do relatorio demor consegui baixar relatorio ma depoi apareceu erro em pagamento tentei baixar relatorio e notificaco travou dua veze bugou demoro
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder.,3,Geral,o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor depoi da atualizacao usabilidad ficou mai simpl usabilidad demor para respond
dashboard demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. sitema,0,Serviços,dashboard demor para respond o carregamento do relatorio demor precisei repetir alguma etapa para concluir as notificaco chegaram atrasada sitema
Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. O carregamento dos relatórios demorou.,4,Pós-venda,precisei repetir alguma etapa para concluir depoi da atualizacao login ficou mai simpl o carregamento do relatorio demor
"O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em performance. O carregamento dos relatórios demorou.",4,Suporte,o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao depoi da atualizacao integracao ficou mai simpl precisei repetir alguma etapa para concluir consegui fazer transferencia ma depoi apareceu erro em perform o carregamento do relatorio demor
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,0,Serviços,o suport pediu novament as mesma informaco as notificaco chegaram atrasada precisei repetir alguma etapa para concluir
Tentei emitir boleto e integração travou duas vezes. As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. demoro platafroma naum,8,Produto,tentei emitir boleto e integracao travou dua veze as notificaco chegaram atrasada depoi da atualizacao integracao ficou mai simpl o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor precisei repetir alguma etapa para concluir demoro platafroma naum
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. naum,2,Suporte,as notificaco chegaram atrasada o suport pediu novament as mesma informaco naum
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo. atendimnto platafroma demoro,5,Suporte,o suport pediu novament as mesma informaco o carregamento do relatorio demor recebi erro enquanto tentava consultar saldo atendimnto platafroma demoro
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. travano,1,Produto,o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada travano
Depois da atualização usabilidade ficou mais simples. Tentei atualizar cadastro e usabilidade travou duas vezes.,3,Suporte,depoi da atualizacao usabilidad ficou mai simpl tentei atualizar cadastro e usabilidad travou dua veze
"O suporte pediu novamente as mesmas informações. Consegui integrar sistema, mas depois apareceu erro em notificações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. performance demorou para responder.",10,Suporte,o suport pediu novament as mesma informaco consegui integrar sistema ma depoi apareceu erro em notificaco o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor precisei repetir alguma etapa para concluir perform demor para respond
O carregamento dos relatórios demorou. performance demorou para responder. Recebi erro enquanto tentava emitir boleto.,7,Serviços,o carregamento do relatorio demor perform demor para respond recebi erro enquanto tentava emitir boleto
"Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Consegui emitir boleto, mas depois apareceu erro em API. Depois da atualização cadastro ficou mais simples.",2,Geral,recebi erro enquanto tentava emitir boleto o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco cadastro demor para respond consegui emitir boleto ma depoi apareceu erro em api depoi da atualizacao cadastro ficou mai simpl
O atendimento resolveu rápido a solicitação. Tentei baixar relatório e limite travou duas vezes.,7,Suporte,o atendimento resolveu rapido a solicitacao tentei baixar relatorio e limit travou dua veze
"Consegui fazer transferência, mas depois apareceu erro em cartão virtual. cadastro demorou para responder. Depois da atualização cadastro ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência.",10,Serviços,consegui fazer transferencia ma depoi apareceu erro em cartao virtual cadastro demor para respond depoi da atualizacao cadastro ficou mai simpl precisei repetir alguma etapa para concluir recebi erro enquanto tentava fazer transferencia
Depois da atualização extrato ficou mais simples. O carregamento dos relatórios demorou. platafroma qdo bugou,3,Serviços,depoi da atualizacao extrato ficou mai simpl o carregamento do relatorio demor platafroma qdo bugou
"O atendimento resolveu rápido a solicitação. chat demorou para responder. Consegui baixar relatório, mas depois apareceu erro em relatórios. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.",10,Produto,o atendimento resolveu rapido a solicitacao chat demor para respond consegui baixar relatorio ma depoi apareceu erro em relatorio o suport pediu novament as mesma informaco as notificaco chegaram atrasada
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas.,3,Geral,o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir recebi erro enquanto tentava atualizar cadastro as notificaco chegaram atrasada
"relatórios demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em extrato. Recebi erro enquanto tentava baixar relatório. O suporte pediu novamente as mesmas informações. atendimnto vcs",10,Serviços,relatorio demor para respond o carregamento do relatorio demor precisei repetir alguma etapa para concluir consegui baixar relatorio ma depoi apareceu erro em extrato recebi erro enquanto tentava baixar relatorio o suport pediu novament as mesma informaco atendimnto vc
Depois da atualização limite ficou mais simples. Recebi erro enquanto tentava baixar relatório. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. limite demorou para responder. O carregamento dos relatórios demorou. vcs,9,Suporte,depoi da atualizacao limit ficou mai simpl recebi erro enquanto tentava baixar relatorio o atendimento resolveu rapido a solicitacao precisei repetir alguma etapa para concluir limit demor para respond o carregamento do relatorio demor vc
O suporte pediu novamente as mesmas informações. Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação.,7,Pós-venda,o suport pediu novament as mesma informaco depoi da atualizacao integracao ficou mai simpl o atendimento resolveu rapido a solicitacao
O atendimento resolveu rápido a solicitação. Tentei baixar relatório e performance travou duas vezes. performance demorou para responder. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,9,Geral,o atendimento resolveu rapido a solicitacao tentei baixar relatorio e perform travou dua veze perform demor para respond o carregamento do relatorio demor as notificaco chegaram atrasada
Depois da atualização cartão virtual ficou mais simples. Tentei integrar sistema e cartão virtual travou duas vezes. O carregamento dos relatórios demorou. cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema.,2,Geral,depoi da atualizacao cartao virtual ficou mai simpl tentei integrar sistema e cartao virtual travou dua veze o carregamento do relatorio demor cartao virtual demor para respond precisei repetir alguma etapa para concluir recebi erro enquanto tentava integrar sistema
Tudo certo.,10,Suporte,tudo certo
"Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em notificações. extrato demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",9,Suporte,precisei repetir alguma etapa para concluir consegui baixar relatorio ma depoi apareceu erro em notificaco extrato demor para respond o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco
onboarding demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,10,Produto,onboard demor para respond precisei repetir alguma etapa para concluir as notificaco chegaram atrasada o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao
Achei estranho.,1,Suporte,achei estranho
Tentei baixar relatório e notificações travou duas vezes. Depois da atualização notificações ficou mais simples. O atendimento resolveu rápido a solicitação.,4,Suporte,tentei baixar relatorio e notificaco travou dua veze depoi da atualizacao notificaco ficou mai simpl o atendimento resolveu rapido a solicitacao
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. cadastro demorou para responder. Depois da atualização cadastro ficou mais simples.,1,Suporte,o suport pediu novament as mesma informaco recebi erro enquanto tentava atualizar cadastro as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao cadastro demor para respond depoi da atualizacao cadastro ficou mai simpl
"O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e cadastro travou duas vezes. cadastro demorou para responder. As notificações chegaram atrasadas. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação.",10,Produto,o suport pediu novament as mesma informaco tentei acompanhar pagamento e cadastro travou dua veze cadastro demor para respond as notificaco chegaram atrasada consegui acompanhar pagamento ma depoi apareceu erro em pagamento o atendimento resolveu rapido a solicitacao
O atendimento resolveu rápido a solicitação. Tentei consultar limite e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. O carregamento dos relatórios demorou. usabilidade demorou para responder. As notificações chegaram atrasadas.,5,Suporte,o atendimento resolveu rapido a solicitacao tentei consultar limit e usabilidad travou dua veze depoi da atualizacao usabilidad ficou mai simpl o carregamento do relatorio demor usabilidad demor para respond as notificaco chegaram atrasada
Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,1,Suporte,recebi erro enquanto tentava consultar saldo o carregamento do relatorio demor as notificaco chegaram atrasada
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações.,7,Pós-venda,as notificaco chegaram atrasada precisei repetir alguma etapa para concluir recebi erro enquanto tentava atualizar cadastro o suport pediu novament as mesma informaco
"Tentei emitir boleto e integração travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui emitir boleto, mas depois apareceu erro em login. integração demorou para responder.",7,Produto,tentei emitir boleto e integracao travou dua veze o suport pediu novament as mesma informaco consegui emitir boleto ma depoi apareceu erro em login integracao demor para respond
"Depois da atualização cartão virtual ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui integrar sistema, mas depois apareceu erro em cadastro. sitema atendimnto platafroma",0,Serviços,depoi da atualizacao cartao virtual ficou mai simpl as notificaco chegaram atrasada o suport pediu novament as mesma informaco consegui integrar sistema ma depoi apareceu erro em cadastro sitema atendimnto platafroma
Tentei atualizar cadastro e limite travou duas vezes. O atendimento resolveu rápido a solicitação. atendimnto demoro qdo,2,Geral,tentei atualizar cadastro e limit travou dua veze o atendimento resolveu rapido a solicitacao atendimnto demoro qdo
"login demorou para responder. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Consegui atualizar cadastro, mas depois apareceu erro em chat.",2,Geral,login demor para respond recebi erro enquanto tentava atualizar cadastro o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao consegui atualizar cadastro ma depoi apareceu erro em chat
"Consegui acompanhar pagamento, mas depois apareceu erro em extrato. Tentei acompanhar pagamento e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. onboarding demorou para responder. qdo platafroma naum",1,Geral,consegui acompanhar pagamento ma depoi apareceu erro em extrato tentei acompanhar pagamento e onboard travou dua veze o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava acompanhar pagamento onboard demor para respond qdo platafroma naum
O atendimento resolveu rápido a solicitação. Tentei consultar limite e notificações travou duas vezes.,6,Suporte,o atendimento resolveu rapido a solicitacao tentei consultar limit e notificaco travou dua veze
As notificações chegaram atrasadas. Depois da atualização dashboard ficou mais simples. Tentei consultar saldo e dashboard travou duas vezes. ploblema,0,Geral,as notificaco chegaram atrasada depoi da atualizacao dashboard ficou mai simpl tentei consultar saldo e dashboard travou dua veze ploblema
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em cadastro. Tentei baixar relatório e chat travou duas vezes. O suporte pediu novamente as mesmas informações.",7,Suporte,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada consegui baixar relatorio ma depoi apareceu erro em cadastro tentei baixar relatorio e chat travou dua veze o suport pediu novament as mesma informaco
Tudo certo.,7,Suporte,tudo certo
"chat demorou para responder. O carregamento dos relatórios demorou. Consegui emitir boleto, mas depois apareceu erro em cartão virtual. platafroma naum travano",8,Serviços,chat demor para respond o carregamento do relatorio demor consegui emitir boleto ma depoi apareceu erro em cartao virtual platafroma naum travano
"Consegui fazer transferência, mas depois apareceu erro em relatórios. Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",7,Suporte,consegui fazer transferencia ma depoi apareceu erro em relatorio depoi da atualizacao chat ficou mai simpl o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco
"O carregamento dos relatórios demorou. cartão virtual demorou para responder. Consegui baixar relatório, mas depois apareceu erro em API. Tentei baixar relatório e cartão virtual travou duas vezes.",6,Produto,o carregamento do relatorio demor cartao virtual demor para respond consegui baixar relatorio ma depoi apareceu erro em api tentei baixar relatorio e cartao virtual travou dua veze
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e dashboard travou duas vezes. Depois da atualização dashboard ficou mais simples. Recebi erro enquanto tentava atualizar cadastro.,9,Pós-venda,o atendimento resolveu rapido a solicitacao precisei repetir alguma etapa para concluir tentei atualizar cadastro e dashboard travou dua veze depoi da atualizacao dashboard ficou mai simpl recebi erro enquanto tentava atualizar cadastro
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,3,Geral,o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. sitema,1,Serviços,as notificaco chegaram atrasada o suport pediu novament as mesma informaco recebi erro enquanto tentava fazer transferencia o atendimento resolveu rapido a solicitacao sitema
Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,0,Geral,recebi erro enquanto tentava fazer transferencia o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada
Nada a declarar.,8,Produto,nada a declarar
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em extrato. As notificações chegaram atrasadas. Depois da atualização dashboard ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e dashboard travou duas vezes. demoro qdo",10,Suporte,recebi erro enquanto tentava emitir boleto consegui emitir boleto ma depoi apareceu erro em extrato as notificaco chegaram atrasada depoi da atualizacao dashboard ficou mai simpl o suport pediu novament as mesma informaco tentei emitir boleto e dashboard travou dua veze demoro qdo
Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. platafroma,4,Suporte,recebi erro enquanto tentava integrar sistema o atendimento resolveu rapido a solicitacao precisei repetir alguma etapa para concluir o suport pediu novament as mesma informaco depoi da atualizacao pagamento ficou mai simpl as notificaco chegaram atrasada platafroma
performance demorou para responder. As notificações chegaram atrasadas. Tentei emitir boleto e performance travou duas vezes. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,1,Produto,perform demor para respond as notificaco chegaram atrasada tentei emitir boleto e perform travou dua veze depoi da atualizacao perform ficou mai simpl o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao
Tudo certo.,10,Produto,tudo certo
Regular.,8,Geral,regular
Recebi erro enquanto tentava consultar limite. Depois da atualização cadastro ficou mais simples.,1,Suporte,recebi erro enquanto tentava consultar limit depoi da atualizacao cadastro ficou mai simpl
O carregamento dos relatórios demorou. Tentei baixar relatório e login travou duas vezes. bugou atendimnto naum,9,Serviços,o carregamento do relatorio demor tentei baixar relatorio e login travou dua veze bugou atendimnto naum
Sem opinião.,10,Suporte,sem opiniao
O suporte pediu novamente as mesmas informações. Tentei baixar relatório e performance travou duas vezes. O carregamento dos relatórios demorou. vcs,10,Produto,o suport pediu novament as mesma informaco tentei baixar relatorio e perform travou dua veze o carregamento do relatorio demor vc
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. Depois da atualização dashboard ficou mais simples.,8,Produto,o carregamento do relatorio demor as notificaco chegaram atrasada dashboard demor para respond precisei repetir alguma etapa para concluir recebi erro enquanto tentava integrar sistema depoi da atualizacao dashboard ficou mai simpl
"O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava atualizar cadastro. cadastro demorou para responder. Tentei atualizar cadastro e cadastro travou duas vezes.",7,Serviços,o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor consegui atualizar cadastro ma depoi apareceu erro em dashboard recebi erro enquanto tentava atualizar cadastro cadastro demor para respond tentei atualizar cadastro e cadastro travou dua veze
"Consegui consultar limite, mas depois apareceu erro em integração. O suporte pediu novamente as mesmas informações. onboarding demorou para responder.",0,Suporte,consegui consultar limit ma depoi apareceu erro em integracao o suport pediu novament as mesma informaco onboard demor para respond
O suporte pediu novamente as mesmas informações. limite demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação.,7,Produto,o suport pediu novament as mesma informaco limit demor para respond as notificaco chegaram atrasada precisei repetir alguma etapa para concluir recebi erro enquanto tentava integrar sistema o atendimento resolveu rapido a solicitacao
"performance demorou para responder. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e performance travou duas vezes. travano atendimnto",5,Serviços,perform demor para respond recebi erro enquanto tentava atualizar cadastro consegui atualizar cadastro ma depoi apareceu erro em pagamento o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao tentei atualizar cadastro e perform travou dua veze travano atendimnto
"Consegui integrar sistema, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou.",9,Produto,consegui integrar sistema ma depoi apareceu erro em cadastro o carregamento do relatorio demor
"O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e notificações travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em API. O suporte pediu novamente as mesmas informações. Depois da atualização notificações ficou mais simples. atendimnto msg",5,Produto,o atendimento resolveu rapido a solicitacao tentei acompanhar pagamento e notificaco travou dua veze consegui acompanhar pagamento ma depoi apareceu erro em api o suport pediu novament as mesma informaco depoi da atualizacao notificaco ficou mai simpl atendimnto msg
"Consegui fazer transferência, mas depois apareceu erro em notificações. O suporte pediu novamente as mesmas informações. performance demorou para responder. Tentei fazer transferência e performance travou duas vezes.",2,Geral,consegui fazer transferencia ma depoi apareceu erro em notificaco o suport pediu novament as mesma informaco perform demor para respond tentei fazer transferencia e perform travou dua veze
"usabilidade demorou para responder. O carregamento dos relatórios demorou. Tentei integrar sistema e usabilidade travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cartão virtual. Recebi erro enquanto tentava integrar sistema.",7,Produto,usabilidad demor para respond o carregamento do relatorio demor tentei integrar sistema e usabilidad travou dua veze consegui integrar sistema ma depoi apareceu erro em cartao virtual recebi erro enquanto tentava integrar sistema
O carregamento dos relatórios demorou. Tentei integrar sistema e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,0,Produto,o carregamento do relatorio demor tentei integrar sistema e pagamento travou dua veze o suport pediu novament as mesma informaco as notificaco chegaram atrasada
Mais ou menos.,4,Serviços,mai ou meno
"Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em extrato. Depois da atualização performance ficou mais simples. msg travano",6,Suporte,precisei repetir alguma etapa para concluir consegui baixar relatorio ma depoi apareceu erro em extrato depoi da atualizacao perform ficou mai simpl msg travano
O carregamento dos relatórios demorou. Tentei consultar limite e performance travou duas vezes. msg travano bugou,8,Serviços,o carregamento do relatorio demor tentei consultar limit e perform travou dua veze msg travano bugou
O atendimento resolveu rápido a solicitação. Tentei consultar limite e cadastro travou duas vezes. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. cadastro demorou para responder. travano,3,Produto,o atendimento resolveu rapido a solicitacao tentei consultar limit e cadastro travou dua veze recebi erro enquanto tentava consultar limit o carregamento do relatorio demor cadastro demor para respond travano
O suporte pediu novamente as mesmas informações. Depois da atualização notificações ficou mais simples.,0,Pós-venda,o suport pediu novament as mesma informaco depoi da atualizacao notificaco ficou mai simpl
"Depois da atualização relatórios ficou mais simples. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em usabilidade.",6,Produto,depoi da atualizacao relatorio ficou mai simpl recebi erro enquanto tentava consultar limit consegui consultar limit ma depoi apareceu erro em usabilidad
"Consegui consultar saldo, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. login demorou para responder. O suporte pediu novamente as mesmas informações.",9,Pós-venda,consegui consultar saldo ma depoi apareceu erro em relatorio o carregamento do relatorio demor login demor para respond o suport pediu novament as mesma informaco
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. performance demorou para responder.,1,Produto,as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao depoi da atualizacao perform ficou mai simpl o carregamento do relatorio demor precisei repetir alguma etapa para concluir perform demor para respond
"Recebi erro enquanto tentava atualizar cadastro. cartão virtual demorou para responder. O atendimento resolveu rápido a solicitação. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. msg",7,Serviços,recebi erro enquanto tentava atualizar cadastro cartao virtual demor para respond o atendimento resolveu rapido a solicitacao consegui atualizar cadastro ma depoi apareceu erro em pagamento msg
O suporte pediu novamente as mesmas informações. pagamentos demorou para responder. As notificações chegaram atrasadas. Tentei consultar limite e pagamentos travou duas vezes. platafroma,10,Suporte,o suport pediu novament as mesma informaco pagamento demor para respond as notificaco chegaram atrasada tentei consultar limit e pagamento travou dua veze platafroma
"Precisei repetir algumas etapas para concluir. Consegui consultar limite, mas depois apareceu erro em login. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. Tentei consultar limite e cartão virtual travou duas vezes. O atendimento resolveu rápido a solicitação.",10,Suporte,precisei repetir alguma etapa para concluir consegui consultar limit ma depoi apareceu erro em login o suport pediu novament as mesma informaco cartao virtual demor para respond tentei consultar limit e cartao virtual travou dua veze o atendimento resolveu rapido a solicitacao
As notificações chegaram atrasadas. performance demorou para responder.,8,Serviços,as notificaco chegaram atrasada perform demor para respond
Sem comentários.,6,Produto,sem comentario
"Consegui emitir boleto, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas.",5,Produto,consegui emitir boleto ma depoi apareceu erro em usabilidad as notificaco chegaram atrasada
O atendimento resolveu rápido a solicitação. Tentei consultar limite e extrato travou duas vezes. As notificações chegaram atrasadas.,5,Serviços,o atendimento resolveu rapido a solicitacao tentei consultar limit e extrato travou dua veze as notificaco chegaram atrasada
