comentario,nota,responsavel,comentario_stem_snowball
Depois da atualização extrato ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. ploblema atendimnto sitema,3,Geral,depo da atualizaca extrat fic mais simpl o atend resolv rap a solicitaca as notificaco cheg atras ploblem atendimnt sitem
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. integração demorou para responder. platafroma qdo,3,Suporte,o suport ped nov as mesm informaco o atend resolv rap a solicitaca integraca demor par respond platafrom qdo
"onboarding demorou para responder. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei baixar relatório e onboarding travou duas vezes.",5,Produto,onboarding demor par respond as notificaco cheg atras consegu baix relatori mas depo aparec erro em extrat o suport ped nov as mesm informaco o carreg dos relatori demor tent baix relatori e onboarding trav duas vez
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.,2,Suporte,receb erro enquant tent faz transferenc as notificaco cheg atras precis repet algum etap par conclu o atend resolv rap a solicitaca o suport ped nov as mesm informaco
"Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Consegui consultar limite, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite.",2,Produto,depo da atualizaca performanc fic mais simpl o suport ped nov as mesm informaco precis repet algum etap par conclu consegu consult limit mas depo aparec erro em relatori o atend resolv rap a solicitaca receb erro enquant tent consult limit
Depois da atualização notificações ficou mais simples. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,10,Pós-venda,depo da atualizaca notificaco fic mais simpl o carreg dos relatori demor precis repet algum etap par conclu as notificaco cheg atras
Nada a declarar.,8,Suporte,nad a declar
"performance demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em chat. qdo sitema msg",9,Geral,performanc demor par respond consegu atualiz cadastr mas depo aparec erro em chat qdo sitem msg
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. onboarding demorou para responder. As notificações chegaram atrasadas. Tentei emitir boleto e onboarding travou duas vezes.,10,Produto,o atend resolv rap a solicitaca o suport ped nov as mesm informaco precis repet algum etap par conclu onboarding demor par respond as notificaco cheg atras tent emit bolet e onboarding trav duas vez
"Tentei emitir boleto e relatórios travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em notificações. relatórios demorou para responder.",5,Serviços,tent emit bolet e relatori trav duas vez precis repet algum etap par conclu consegu emit bolet mas depo aparec erro em notificaco relatori demor par respond
"O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em limite.",2,Suporte,o suport ped nov as mesm informaco tent acompanh pagament e carta virtual trav duas vez precis repet algum etap par conclu consegu acompanh pagament mas depo aparec erro em limit
"Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em cartão virtual. dashboard demorou para responder.",6,Serviços,receb erro enquant tent consult limit consegu consult limit mas depo aparec erro em carta virtual dashboard demor par respond
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. API demorou para responder.,0,Geral,o atend resolv rap a solicitaca as notificaco cheg atras o suport ped nov as mesm informaco precis repet algum etap par conclu receb erro enquant tent consult limit api demor par respond
Tentei fazer transferência e onboarding travou duas vezes. onboarding demorou para responder. O atendimento resolveu rápido a solicitação.,10,Suporte,tent faz transferenc e onboarding trav duas vez onboarding demor par respond o atend resolv rap a solicitaca
"Consegui consultar limite, mas depois apareceu erro em pagamentos. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei consultar limite e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples. naum",9,Suporte,consegu consult limit mas depo aparec erro em pagament as notificaco cheg atras precis repet algum etap par conclu tent consult limit e cadastr trav duas vez depo da atualizaca cadastr fic mais simpl naum
"O carregamento dos relatórios demorou. Tentei consultar limite e API travou duas vezes. Consegui consultar limite, mas depois apareceu erro em performance.",0,Suporte,o carreg dos relatori demor tent consult limit e api trav duas vez consegu consult limit mas depo aparec erro em performanc
"O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em relatórios. Depois da atualização login ficou mais simples. bugou probelma qdo",6,Serviços,o suport ped nov as mesm informaco receb erro enquant tent atualiz cadastr o carreg dos relatori demor consegu atualiz cadastr mas depo aparec erro em relatori depo da atualizaca login fic mais simpl bug probelm qdo
Normal.,1,Suporte,normal
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. cartão virtual demorou para responder. Tentei fazer transferência e cartão virtual travou duas vezes. As notificações chegaram atrasadas.,3,Produto,o suport ped nov as mesm informaco o atend resolv rap a solicitaca o carreg dos relatori demor carta virtual demor par respond tent faz transferenc e carta virtual trav duas vez as notificaco cheg atras
usabilidade demorou para responder. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite.,5,Produto,usabil demor par respond o atend resolv rap a solicitaca receb erro enquant tent consult limit
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,0,Suporte,as notificaco cheg atras precis repet algum etap par conclu
"Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e cartão virtual travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em login. cartão virtual demorou para responder.",0,Serviços,precis repet algum etap par conclu tent atualiz cadastr e carta virtual trav duas vez receb erro enquant tent atualiz cadastr consegu atualiz cadastr mas depo aparec erro em login carta virtual demor par respond
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite.,8,Produto,o suport ped nov as mesm informaco precis repet algum etap par conclu receb erro enquant tent consult limit
"Consegui integrar sistema, mas depois apareceu erro em pagamentos. relatórios demorou para responder. Recebi erro enquanto tentava integrar sistema. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. travano",10,Produto,consegu integr sistem mas depo aparec erro em pagament relatori demor par respond receb erro enquant tent integr sistem precis repet algum etap par conclu o carreg dos relatori demor travan
O suporte pediu novamente as mesmas informações. Tentei integrar sistema e chat travou duas vezes. Depois da atualização chat ficou mais simples. O carregamento dos relatórios demorou.,3,Suporte,o suport ped nov as mesm informaco tent integr sistem e chat trav duas vez depo da atualizaca chat fic mais simpl o carreg dos relatori demor
"integração demorou para responder. Consegui integrar sistema, mas depois apareceu erro em API.",0,Serviços,integraca demor par respond consegu integr sistem mas depo aparec erro em api
Depois da atualização performance ficou mais simples. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. performance demorou para responder. travano,5,Suporte,depo da atualizaca performanc fic mais simpl receb erro enquant tent consult limit o suport ped nov as mesm informaco precis repet algum etap par conclu performanc demor par respond travan
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei baixar relatório e dashboard travou duas vezes. Recebi erro enquanto tentava baixar relatório.,1,Suporte,o atend resolv rap a solicitaca precis repet algum etap par conclu o suport ped nov as mesm informaco o carreg dos relatori demor tent baix relatori e dashboard trav duas vez receb erro enquant tent baix relatori
Tentei fazer transferência e pagamentos travou duas vezes. pagamentos demorou para responder. Recebi erro enquanto tentava fazer transferência. msg qdo naum,8,Geral,tent faz transferenc e pagament trav duas vez pagament demor par respond receb erro enquant tent faz transferenc msg qdo naum
O carregamento dos relatórios demorou. Tentei baixar relatório e dashboard travou duas vezes. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. Depois da atualização dashboard ficou mais simples.,10,Serviços,o carreg dos relatori demor tent baix relatori e dashboard trav duas vez receb erro enquant tent baix relatori as notificaco cheg atras depo da atualizaca dashboard fic mais simpl
"Consegui consultar saldo, mas depois apareceu erro em extrato. onboarding demorou para responder. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização onboarding ficou mais simples. ploblema probelma qdo",5,Produto,consegu consult sald mas depo aparec erro em extrat onboarding demor par respond o suport ped nov as mesm informaco o atend resolv rap a solicitaca depo da atualizaca onboarding fic mais simpl ploblem probelm qdo
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. performance demorou para responder. O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência.,2,Suporte,o suport ped nov as mesm informaco as notificaco cheg atras performanc demor par respond o carreg dos relatori demor receb erro enquant tent faz transferenc
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava acompanhar pagamento. Depois da atualização integração ficou mais simples.,4,Produto,as notificaco cheg atras o atend resolv rap a solicitaca o suport ped nov as mesm informaco receb erro enquant tent acompanh pagament depo da atualizaca integraca fic mais simpl
"Consegui consultar saldo, mas depois apareceu erro em relatórios. Tentei consultar saldo e performance travou duas vezes. As notificações chegaram atrasadas.",8,Suporte,consegu consult sald mas depo aparec erro em relatori tent consult sald e performanc trav duas vez as notificaco cheg atras
Tentei fazer transferência e cadastro travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. cadastro demorou para responder.,4,Geral,tent faz transferenc e cadastr trav duas vez o carreg dos relatori demor o atend resolv rap a solicitaca as notificaco cheg atras precis repet algum etap par conclu cadastr demor par respond
O atendimento resolveu rápido a solicitação. Tentei baixar relatório e relatórios travou duas vezes.,4,Serviços,o atend resolv rap a solicitaca tent baix relatori e relatori trav duas vez
Tentei fazer transferência e limite travou duas vezes. Precisei repetir algumas etapas para concluir.,2,Suporte,tent faz transferenc e limit trav duas vez precis repet algum etap par conclu
Depois da atualização notificações ficou mais simples. Recebi erro enquanto tentava emitir boleto.,7,Suporte,depo da atualizaca notificaco fic mais simpl receb erro enquant tent emit bolet
Regular.,0,Suporte,regul
"As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Depois da atualização relatórios ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em performance. demoro sitema",8,Produto,as notificaco cheg atras o atend resolv rap a solicitaca depo da atualizaca relatori fic mais simpl precis repet algum etap par conclu receb erro enquant tent atualiz cadastr consegu atualiz cadastr mas depo aparec erro em performanc demor sitem
O suporte pediu novamente as mesmas informações. Depois da atualização notificações ficou mais simples. qdo,0,Produto,o suport ped nov as mesm informaco depo da atualizaca notificaco fic mais simpl qdo
Tudo certo.,8,Produto,tud cert
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e API travou duas vezes. API demorou para responder. Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. vcs sitema,3,Produto,precis repet algum etap par conclu o suport ped nov as mesm informaco tent faz transferenc e api trav duas vez api demor par respond receb erro enquant tent faz transferenc o carreg dos relatori demor vcs sitem
"O atendimento resolveu rápido a solicitação. performance demorou para responder. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. qdo probelma vcs",6,Suporte,o atend resolv rap a solicitaca performanc demor par respond as notificaco cheg atras consegu baix relatori mas depo aparec erro em extrat o suport ped nov as mesm informaco qdo probelm vcs
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema. platafroma,6,Produto,o suport ped nov as mesm informaco o carreg dos relatori demor receb erro enquant tent integr sistem platafrom
"Consegui acompanhar pagamento, mas depois apareceu erro em relatórios. Tentei acompanhar pagamento e onboarding travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. onboarding demorou para responder. Recebi erro enquanto tentava acompanhar pagamento.",4,Produto,consegu acompanh pagament mas depo aparec erro em relatori tent acompanh pagament e onboarding trav duas vez precis repet algum etap par conclu o suport ped nov as mesm informaco onboarding demor par respond receb erro enquant tent acompanh pagament
Mais ou menos.,6,Suporte,mais ou men
O suporte pediu novamente as mesmas informações. Tentei baixar relatório e integração travou duas vezes. Recebi erro enquanto tentava baixar relatório. demoro platafroma ploblema,3,Pós-venda,o suport ped nov as mesm informaco tent baix relatori e integraca trav duas vez receb erro enquant tent baix relatori demor platafrom ploblem
"Tentei baixar relatório e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em notificações.",5,Produto,tent baix relatori e limit trav duas vez o suport ped nov as mesm informaco precis repet algum etap par conclu o carreg dos relatori demor consegu baix relatori mas depo aparec erro em notificaco
"Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em cartão virtual. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei integrar sistema e integração travou duas vezes.",4,Suporte,depo da atualizaca integraca fic mais simpl precis repet algum etap par conclu consegu integr sistem mas depo aparec erro em carta virtual o suport ped nov as mesm informaco o carreg dos relatori demor tent integr sistem e integraca trav duas vez
"Consegui integrar sistema, mas depois apareceu erro em login. As notificações chegaram atrasadas. Recebi erro enquanto tentava integrar sistema. Tentei integrar sistema e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações.",3,Suporte,consegu integr sistem mas depo aparec erro em login as notificaco cheg atras receb erro enquant tent integr sistem tent integr sistem e pagament trav duas vez o suport ped nov as mesm informaco
"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em extrato. Tentei consultar limite e limite travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite.",1,Suporte,o suport ped nov as mesm informaco consegu consult limit mas depo aparec erro em extrat tent consult limit e limit trav duas vez o carreg dos relatori demor o atend resolv rap a solicitaca receb erro enquant tent consult limit
As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. platafroma msg probelma,8,Geral,as notificaco cheg atras receb erro enquant tent baix relatori platafrom msg probelm
"O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em login. Tentei atualizar cadastro e dashboard travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. bugou msg",4,Produto,o atend resolv rap a solicitaca depo da atualizaca dashboard fic mais simpl as notificaco cheg atras consegu atualiz cadastr mas depo aparec erro em login tent atualiz cadastr e dashboard trav duas vez receb erro enquant tent atualiz cadastr bug msg
Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,1,Produto,depo da atualizaca api fic mais simpl o carreg dos relatori demor o atend resolv rap a solicitaca
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. atendimnto travano naum,9,Suporte,o carreg dos relatori demor o suport ped nov as mesm informaco atendimnt travan naum
"Consegui consultar saldo, mas depois apareceu erro em notificações. Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. atendimnto demoro",5,Serviços,consegu consult sald mas depo aparec erro em notificaco depo da atualizaca performanc fic mais simpl as notificaco cheg atras receb erro enquant tent consult sald atendimnt demor
Normal.,7,Produto,normal
O suporte pediu novamente as mesmas informações. Tentei emitir boleto e pagamentos travou duas vezes. O carregamento dos relatórios demorou. Depois da atualização pagamentos ficou mais simples.,9,Produto,o suport ped nov as mesm informaco tent emit bolet e pagament trav duas vez o carreg dos relatori demor depo da atualizaca pagament fic mais simpl
Tentei acompanhar pagamento e login travou duas vezes. As notificações chegaram atrasadas. platafroma,7,Suporte,tent acompanh pagament e login trav duas vez as notificaco cheg atras platafrom
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,9,Serviços,o carreg dos relatori demor precis repet algum etap par conclu o atend resolv rap a solicitaca
Depois da atualização performance ficou mais simples. performance demorou para responder. O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e performance travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,7,Suporte,depo da atualizaca performanc fic mais simpl performanc demor par respond o atend resolv rap a solicitaca tent atualiz cadastr e performanc trav duas vez precis repet algum etap par conclu o suport ped nov as mesm informaco
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,6,Suporte,o atend resolv rap a solicitaca o carreg dos relatori demor depo da atualizaca onboarding fic mais simpl as notificaco cheg atras o suport ped nov as mesm informaco
"Consegui consultar saldo, mas depois apareceu erro em dashboard. limite demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples.",3,Pós-venda,consegu consult sald mas depo aparec erro em dashboard limit demor par respond o atend resolv rap a solicitaca depo da atualizaca limit fic mais simpl
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas. Tentei emitir boleto e limite travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples.",6,Suporte,o atend resolv rap a solicitaca consegu emit bolet mas depo aparec erro em usabil as notificaco cheg atras tent emit bolet e limit trav duas vez precis repet algum etap par conclu depo da atualizaca limit fic mais simpl
Tentei integrar sistema e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema.,0,Pós-venda,tent integr sistem e usabil trav duas vez precis repet algum etap par conclu o suport ped nov as mesm informaco o carreg dos relatori demor receb erro enquant tent integr sistem
"Tentei fazer transferência e limite travou duas vezes. Depois da atualização limite ficou mais simples. Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em extrato.",6,Produto,tent faz transferenc e limit trav duas vez depo da atualizaca limit fic mais simpl receb erro enquant tent faz transferenc o carreg dos relatori demor consegu faz transferenc mas depo aparec erro em extrat
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. platafroma msg demoro,7,Serviços,as notificaco cheg atras o suport ped nov as mesm informaco platafrom msg demor
As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou.,0,Serviços,as notificaco cheg atras depo da atualizaca notificaco fic mais simpl precis repet algum etap par conclu receb erro enquant tent emit bolet o carreg dos relatori demor
"Consegui emitir boleto, mas depois apareceu erro em notificações. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. pagamentos demorou para responder.",2,Produto,consegu emit bolet mas depo aparec erro em notificaco receb erro enquant tent emit bolet o atend resolv rap a solicitaca o suport ped nov as mesm informaco pagament demor par respond
Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. cartão virtual demorou para responder. O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e cartão virtual travou duas vezes.,7,Suporte,depo da atualizaca carta virtual fic mais simpl o carreg dos relatori demor carta virtual demor par respond o atend resolv rap a solicitaca tent atualiz cadastr e carta virtual trav duas vez
Tentei integrar sistema e usabilidade travou duas vezes. usabilidade demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. bugou,0,Produto,tent integr sistem e usabil trav duas vez usabil demor par respond as notificaco cheg atras precis repet algum etap par conclu bug
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,7,Serviços,as notificaco cheg atras precis repet algum etap par conclu
O suporte pediu novamente as mesmas informações. login demorou para responder. Recebi erro enquanto tentava acompanhar pagamento.,5,Produto,o suport ped nov as mesm informaco login demor par respond receb erro enquant tent acompanh pagament
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Depois da atualização extrato ficou mais simples. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e extrato travou duas vezes. probelma,9,Produto,as notificaco cheg atras receb erro enquant tent faz transferenc depo da atualizaca extrat fic mais simpl o suport ped nov as mesm informaco o atend resolv rap a solicitaca tent faz transferenc e extrat trav duas vez probelm
Achei estranho.,8,Pós-venda,ache estranh
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. atendimnto,2,Produto,o carreg dos relatori demor as notificaco cheg atras o suport ped nov as mesm informaco carta virtual demor par respond precis repet algum etap par conclu o atend resolv rap a solicitaca atendimnt
Achei estranho.,7,Suporte,ache estranh
Sem comentários.,7,Serviços,sem comentari
Tudo certo.,5,Serviços,tud cert
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. naum sitema,4,Produto,precis repet algum etap par conclu o carreg dos relatori demor as notificaco cheg atras o atend resolv rap a solicitaca naum sitem
cartão virtual demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Tentei consultar saldo e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. platafroma atendimnto vcs,6,Serviços,carta virtual demor par respond o atend resolv rap a solicitaca o carreg dos relatori demor tent consult sald e carta virtual trav duas vez precis repet algum etap par conclu platafrom atendimnt vcs
Recebi erro enquanto tentava integrar sistema. relatórios demorou para responder. Depois da atualização relatórios ficou mais simples.,3,Geral,receb erro enquant tent integr sistem relatori demor par respond depo da atualizaca relatori fic mais simpl
Precisei repetir algumas etapas para concluir. Depois da atualização extrato ficou mais simples.,4,Suporte,precis repet algum etap par conclu depo da atualizaca extrat fic mais simpl
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. cartão virtual demorou para responder. Depois da atualização cartão virtual ficou mais simples.,3,Suporte,o suport ped nov as mesm informaco as notificaco cheg atras receb erro enquant tent emit bolet carta virtual demor par respond depo da atualizaca carta virtual fic mais simpl
O suporte pediu novamente as mesmas informações. Depois da atualização notificações ficou mais simples. Tentei fazer transferência e notificações travou duas vezes.,6,Geral,o suport ped nov as mesm informaco depo da atualizaca notificaco fic mais simpl tent faz transferenc e notificaco trav duas vez
Precisei repetir algumas etapas para concluir. Depois da atualização relatórios ficou mais simples. Recebi erro enquanto tentava emitir boleto.,0,Produto,precis repet algum etap par conclu depo da atualizaca relatori fic mais simpl receb erro enquant tent emit bolet
Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro.,0,Produto,depo da atualizaca relatori fic mais simpl o suport ped nov as mesm informaco receb erro enquant tent atualiz cadastr
Tentei acompanhar pagamento e integração travou duas vezes. O carregamento dos relatórios demorou.,8,Geral,tent acompanh pagament e integraca trav duas vez o carreg dos relatori demor
O carregamento dos relatórios demorou. Tentei consultar saldo e chat travou duas vezes. Recebi erro enquanto tentava consultar saldo. chat demorou para responder. ploblema,8,Produto,o carreg dos relatori demor tent consult sald e chat trav duas vez receb erro enquant tent consult sald chat demor par respond ploblem
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,0,Serviços,o atend resolv rap a solicitaca as notificaco cheg atras
Precisei repetir algumas etapas para concluir. Tentei consultar limite e relatórios travou duas vezes. relatórios demorou para responder. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. As notificações chegaram atrasadas. sitema demoro ploblema,5,Serviços,precis repet algum etap par conclu tent consult limit e relatori trav duas vez relatori demor par respond o carreg dos relatori demor receb erro enquant tent consult limit as notificaco cheg atras sitem demor ploblem
Depois da atualização dashboard ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. travano atendimnto demoro,2,Produto,depo da atualizaca dashboard fic mais simpl as notificaco cheg atras o suport ped nov as mesm informaco receb erro enquant tent atualiz cadastr precis repet algum etap par conclu travan atendimnt demor
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização API ficou mais simples.,3,Produto,precis repet algum etap par conclu o carreg dos relatori demor o suport ped nov as mesm informaco depo da atualizaca api fic mais simpl
Sem comentários.,9,Serviços,sem comentari
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. vcs sitema travano,9,Produto,as notificaco cheg atras o atend resolv rap a solicitaca precis repet algum etap par conclu o carreg dos relatori demor vcs sitem travan
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e notificações travou duas vezes. notificações demorou para responder. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações.,8,Produto,precis repet algum etap par conclu o atend resolv rap a solicitaca tent atualiz cadastr e notificaco trav duas vez notificaco demor par respond receb erro enquant tent atualiz cadastr o suport ped nov as mesm informaco
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. bugou demoro atendimnto,4,Serviços,o carreg dos relatori demor as notificaco cheg atras bug demor atendimnt
"onboarding demorou para responder. O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. sitema",2,Suporte,onboarding demor par respond o suport ped nov as mesm informaco depo da atualizaca onboarding fic mais simpl consegu consult sald mas depo aparec erro em notificaco precis repet algum etap par conclu sitem
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Tentei integrar sistema e chat travou duas vezes. Precisei repetir algumas etapas para concluir.,3,Suporte,o suport ped nov as mesm informaco o atend resolv rap a solicitaca as notificaco cheg atras tent integr sistem e chat trav duas vez precis repet algum etap par conclu
"Consegui consultar saldo, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. notificações demorou para responder. Recebi erro enquanto tentava consultar saldo.",8,Serviços,consegu consult sald mas depo aparec erro em pagament o atend resolv rap a solicitaca o suport ped nov as mesm informaco o carreg dos relatori demor notificaco demor par respond receb erro enquant tent consult sald
"relatórios demorou para responder. Tentei emitir boleto e relatórios travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui emitir boleto, mas depois apareceu erro em usabilidade. Precisei repetir algumas etapas para concluir. msg",8,Produto,relatori demor par respond tent emit bolet e relatori trav duas vez as notificaco cheg atras o suport ped nov as mesm informaco consegu emit bolet mas depo aparec erro em usabil precis repet algum etap par conclu msg
"API demorou para responder. Consegui consultar limite, mas depois apareceu erro em limite. As notificações chegaram atrasadas.",9,Produto,api demor par respond consegu consult limit mas depo aparec erro em limit as notificaco cheg atras
"Consegui emitir boleto, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Depois da atualização notificações ficou mais simples. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.",2,Suporte,consegu emit bolet mas depo aparec erro em pagament o atend resolv rap a solicitaca o carreg dos relatori demor depo da atualizaca notificaco fic mais simpl precis repet algum etap par conclu o suport ped nov as mesm informaco
