comentario,nota,responsavel,comentario_lemma
"O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Depois da atualização API ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em notificações. Tentei emitir boleto e API travou duas vezes.",3,Produto,"o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . depois de o atualização API ficar mais simples . Consegui emitir boleto , mas depois aparecer erro em notificação . Tentei emitir boleto e API travar dois vez ."
Ok.,2,Pós-venda,Ok .
Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,3,Produto,Recebi erro enquanto tentar consultar saldo . o carregamento de o relatório demorar . o notificação chegar atrasado .
"Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. Tentei fazer transferência e relatórios travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em API. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. demoro sitema",7,Geral,"depois de o atualização relatório ficar mais simples . o carregamento de o relatório demorar . Tentei fazer transferência e relatório travar dois vez . Consegui fazer transferência , mas depois aparecer erro em API . Recebi erro enquanto tentar fazer transferência . o suporte pedir novamente o mesmo informação . demoro sitema"
cartão virtual demorou para responder. As notificações chegaram atrasadas. Tentei baixar relatório e cartão virtual travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório.,9,Suporte,cartão virtual demorar para responder . o notificação chegar atrasado . Tentei baixar relatório e cartão virtual travar dois vez . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar baixar relatório .
O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. ploblema demoro,6,Serviços,o suporte pedir novamente o mesmo informação . depois de o atualização pagamento ficar mais simples . ploblema demoro
"As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em cadastro.",4,Produto,"o notificação chegar atrasado . o atendimento resolver rápido o solicitação . depois de o atualização extrato ficar mais simples . Consegui atualizar cadastro , mas depois aparecer erro em cadastro ."
"Depois da atualização extrato ficou mais simples. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em notificações.",10,Suporte,"depois de o atualização extrato ficar mais simples . o carregamento de o relatório demorar . Consegui atualizar cadastro , mas depois aparecer erro em notificação ."
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. API demorou para responder. Depois da atualização API ficou mais simples.,7,Suporte,o notificação chegar atrasado . precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . API demorar para responder . depois de o atualização API ficar mais simples .
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Tentei atualizar cadastro e integração travou duas vezes. qdo bugou msg,7,Suporte,o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . Tentei atualizar cadastro e integração travar dois vez . qdo bugar msg
"Consegui atualizar cadastro, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. cartão virtual demorou para responder. Recebi erro enquanto tentava atualizar cadastro. ploblema",4,Serviços,"Consegui atualizar cadastro , mas depois aparecer erro em extrato . o carregamento de o relatório demorar . cartão virtual demorar para responder . Recebi erro enquanto tentar atualizar cadastro . ploblema"
O carregamento dos relatórios demorou. notificações demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,5,Geral,o carregamento de o relatório demorar . notificação demorar para responder . precisei repetir algum etapa para concluir . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação .
Precisei repetir algumas etapas para concluir. integração demorou para responder. Tentei integrar sistema e integração travou duas vezes. As notificações chegaram atrasadas.,6,Serviços,precisei repetir algum etapa para concluir . integração demorar para responder . Tentei integrar sistema e integração travar dois vez . o notificação chegar atrasado .
As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou. dashboard demorou para responder. O atendimento resolveu rápido a solicitação.,9,Geral,o notificação chegar atrasado . Recebi erro enquanto tentar acompanhar pagamento . o carregamento de o relatório demorar . dashboard demorar para responder . o atendimento resolver rápido o solicitação .
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. msg probelma,1,Pós-venda,o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar . msg probelma
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,3,Suporte,o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar .
"Consegui emitir boleto, mas depois apareceu erro em integração. Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação. Tentei emitir boleto e chat travou duas vezes. chat demorou para responder.",6,Serviços,"Consegui emitir boleto , mas depois aparecer erro em integração . depois de o atualização chat ficar mais simples . o atendimento resolver rápido o solicitação . Tentei emitir boleto e chat travar dois vez . chat demorar para responder ."
Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e integração travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. ploblema bugou probelma,9,Geral,Recebi erro enquanto tentar emitir boleto . Tentei emitir boleto e integração travar dois vez . Precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . ploblema bugar probelma
"O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em API.",2,Suporte,"o atendimento resolver rápido o solicitação . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar consultar saldo . Consegui consultar saldo , mas depois aparecer erro em API ."
Mais ou menos.,8,Serviços,mais ou menos .
"Consegui baixar relatório, mas depois apareceu erro em cartão virtual. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. platafroma",3,Suporte,"Consegui baixar relatório , mas depois aparecer erro em cartão virtual . Recebi erro enquanto tentar baixar relatório . o carregamento de o relatório demorar . onboarding demorar para responder . depois de o atualização onboarding ficar mais simples . platafroma"
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. sitema,9,Produto,o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar baixar relatório . sitema
As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,4,Serviços,o notificação chegar atrasado . Recebi erro enquanto tentar consultar limite . o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar .
dashboard demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.,8,Suporte,dashboard demorar para responder . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir .
O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro.,4,Produto,o atendimento resolver rápido o solicitação . pagamento demorar para responder . depois de o atualização pagamento ficar mais simples . o notificação chegar atrasado . Recebi erro enquanto tentar atualizar cadastro .
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,9,Produto,o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar .
Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações.,10,Suporte,Recebi erro enquanto tentar consultar saldo . o suporte pedir novamente o mesmo informação .
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. onboarding demorou para responder. Recebi erro enquanto tentava baixar relatório.,1,Serviços,o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . onboarding demorar para responder . Recebi erro enquanto tentar baixar relatório .
limite demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. probelma qdo,0,Geral,limite demorar para responder . o notificação chegar atrasado . precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . Recebi erro enquanto tentar consultar limite . probelma qdo
"Consegui integrar sistema, mas depois apareceu erro em cadastro. O atendimento resolveu rápido a solicitação. API demorou para responder. As notificações chegaram atrasadas.",10,Suporte,"Consegui integrar sistema , mas depois aparecer erro em cadastro . o atendimento resolver rápido o solicitação . API demorar para responder . o notificação chegar atrasado ."
onboarding demorou para responder. O atendimento resolveu rápido a solicitação. naum platafroma,3,Produto,onboarding demorar para responder . o atendimento resolver rápido o solicitação . naum platafroma
Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. travano,1,Geral,depois de o atualização dashboard ficar mais simples . o atendimento resolver rápido o solicitação . travano
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. ploblema bugou probelma,8,Suporte,o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar fazer transferência . ploblema bugar probelma
"Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples.",8,Produto,"precisei repetir algum etapa para concluir . Consegui acompanhar pagamento , mas depois aparecer erro em dashboard . o atendimento resolver rápido o solicitação . depois de o atualização limite ficar mais simples ."
"usabilidade demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em extrato. ploblema probelma",1,Serviços,"usabilidade demorar para responder . o atendimento resolver rápido o solicitação . o notificação chegar atrasado . Recebi erro enquanto tentar atualizar cadastro . o carregamento de o relatório demorar . Consegui atualizar cadastro , mas depois aparecer erro em extrato . ploblema probelma"
Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder.,3,Serviços,precisei repetir algum etapa para concluir . cartão virtual demorar para responder .
Depois da atualização performance ficou mais simples. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. sitema,8,Produto,depois de o atualização performance ficar mais simples . Precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . sitema
Sem opinião.,2,Serviços,sem opinião .
Tudo certo.,5,Geral,tudo certo .
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples. demoro probelma,9,Produto,o atendimento resolver rápido o solicitação . o notificação chegar atrasado . precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . usabilidade demorar para responder . depois de o atualização usabilidade ficar mais simples . demoro probelma
Tudo certo.,1,Suporte,tudo certo .
Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. Tentei consultar limite e login travou duas vezes. travano qdo probelma,8,Serviços,Recebi erro enquanto tentar consultar limite . o carregamento de o relatório demorar . Tentei consultar limite e login travar dois vez . travano qdo probelma
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,6,Serviços,o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação .
Achei estranho.,10,Suporte,achar estranho .
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. ploblema naum bugou,3,Produto,precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . depois de o atualização login ficar mais simples . ploblema naum bugar
Depois da atualização onboarding ficou mais simples. O suporte pediu novamente as mesmas informações.,4,Serviços,depois de o atualização onboarding ficar mais simples . o suporte pedir novamente o mesmo informação .
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. O suporte pediu novamente as mesmas informações. probelma bugou,7,Geral,o notificação chegar atrasado . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar emitir boleto . o suporte pedir novamente o mesmo informação . probelma bugar
Tentei consultar limite e integração travou duas vezes. O atendimento resolveu rápido a solicitação. Depois da atualização integração ficou mais simples.,5,Serviços,Tentei consultar limite e integração travar dois vez . o atendimento resolver rápido o solicitação . depois de o atualização integração ficar mais simples .
"Tentei consultar saldo e cartão virtual travou duas vezes. cartão virtual demorou para responder. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em onboarding.",8,Produto,"Tentei consultar saldo e cartão virtual travar dois vez . cartão virtual demorar para responder . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . Consegui consultar saldo , mas depois aparecer erro em onboarding ."
Tudo certo.,6,Produto,tudo certo .
Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e relatórios travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Depois da atualização relatórios ficou mais simples.,10,Produto,Recebi erro enquanto tentar fazer transferência . Tentei fazer transferência e relatório travar dois vez . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . depois de o atualização relatório ficar mais simples .
Recebi erro enquanto tentava baixar relatório. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização integração ficou mais simples.,3,Produto,Recebi erro enquanto tentar baixar relatório . o suporte pedir novamente o mesmo informação . precisei repetir algum etapa para concluir . depois de o atualização integração ficar mais simples .
"Consegui atualizar cadastro, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Tentei atualizar cadastro e cartão virtual travou duas vezes. Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou.",4,Suporte,"Consegui atualizar cadastro , mas depois aparecer erro em relatório . o atendimento resolver rápido o solicitação . o notificação chegar atrasado . Tentei atualizar cadastro e cartão virtual travar dois vez . depois de o atualização cartão virtual ficar mais simples . o carregamento de o relatório demorar ."
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em relatórios.",10,Produto,"o notificação chegar atrasado . Consegui baixar relatório , mas depois aparecer erro em relatório ."
"Recebi erro enquanto tentava fazer transferência. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em chat. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e cadastro travou duas vezes.",9,Produto,"Recebi erro enquanto tentar fazer transferência . Precisei repetir algum etapa para concluir . Consegui fazer transferência , mas depois aparecer erro em chat . o suporte pedir novamente o mesmo informação . Tentei fazer transferência e cadastro travar dois vez ."
O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo.,9,Produto,o carregamento de o relatório demorar . Recebi erro enquanto tentar consultar saldo .
As notificações chegaram atrasadas. Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir.,6,Produto,o notificação chegar atrasado . depois de o atualização dashboard ficar mais simples . o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar . Recebi erro enquanto tentar consultar saldo . Precisei repetir algum etapa para concluir .
O carregamento dos relatórios demorou. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas.,1,Suporte,o carregamento de o relatório demorar . Recebi erro enquanto tentar acompanhar pagamento . o notificação chegar atrasado .
Recebi erro enquanto tentava emitir boleto. Depois da atualização limite ficou mais simples. O suporte pediu novamente as mesmas informações.,1,Produto,Recebi erro enquanto tentar emitir boleto . depois de o atualização limite ficar mais simples . o suporte pedir novamente o mesmo informação .
integração demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório.,5,Suporte,integração demorar para responder . o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar baixar relatório .
Mais ou menos.,5,Produto,mais ou menos .
"As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em cartão virtual.",5,Geral,"o notificação chegar atrasado . Consegui integrar sistema , mas depois aparecer erro em cartão virtual ."
Achei estranho.,7,Produto,achar estranho .
"Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e relatórios travou duas vezes. sitema qdo",3,Suporte,"Recebi erro enquanto tentar acompanhar pagamento . Consegui acompanhar pagamento , mas depois aparecer erro em dashboard . o atendimento resolver rápido o solicitação . Tentei acompanhar pagamento e relatório travar dois vez . sitema qdo"
"Depois da atualização cartão virtual ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em onboarding.",4,Serviços,"depois de o atualização cartão virtual ficar mais simples . o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar . Consegui baixar relatório , mas depois aparecer erro em onboarding ."
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. dashboard demorou para responder. atendimnto,4,Suporte,precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . dashboard demorar para responder . atendimnto
O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e limite travou duas vezes. atendimnto,8,Geral,o atendimento resolver rápido o solicitação . Tentei atualizar cadastro e limite travar dois vez . atendimnto
"As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização cartão virtual ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em extrato.",4,Suporte,"o notificação chegar atrasado . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . depois de o atualização cartão virtual ficar mais simples . Consegui consultar saldo , mas depois aparecer erro em extrato ."
"Consegui baixar relatório, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações. bugou probelma",7,Suporte,"Consegui baixar relatório , mas depois aparecer erro em limite . o suporte pedir novamente o mesmo informação . bugar probelma"
Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e usabilidade travou duas vezes. As notificações chegaram atrasadas. usabilidade demorou para responder.,8,Serviços,Recebi erro enquanto tentar acompanhar pagamento . Tentei acompanhar pagamento e usabilidade travar dois vez . o notificação chegar atrasado . usabilidade demorar para responder .
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples. Recebi erro enquanto tentava baixar relatório.,2,Geral,o notificação chegar atrasado . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . depois de o atualização performance ficar mais simples . Recebi erro enquanto tentar baixar relatório .
"Consegui acompanhar pagamento, mas depois apareceu erro em login. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização cadastro ficou mais simples.",6,Serviços,"Consegui acompanhar pagamento , mas depois aparecer erro em login . Precisei repetir algum etapa para concluir . o notificação chegar atrasado . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . depois de o atualização cadastro ficar mais simples ."
Mais ou menos.,1,Suporte,mais ou menos .
dashboard demorou para responder. Tentei emitir boleto e dashboard travou duas vezes. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. probelma atendimnto naum,9,Suporte,dashboard demorar para responder . Tentei emitir boleto e dashboard travar dois vez . o carregamento de o relatório demorar . Recebi erro enquanto tentar emitir boleto . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . probelma atendimnto naum
"Tentei acompanhar pagamento e usabilidade travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em limite. Recebi erro enquanto tentava acompanhar pagamento.",10,Suporte,"Tentei acompanhar pagamento e usabilidade travar dois vez . Consegui acompanhar pagamento , mas depois aparecer erro em limite . Recebi erro enquanto tentar acompanhar pagamento ."
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,6,Produto,o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação .
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Depois da atualização cadastro ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em chat.",7,Geral,"o carregamento de o relatório demorar . Precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . cadastro demorar para responder . depois de o atualização cadastro ficar mais simples . Consegui baixar relatório , mas depois aparecer erro em chat ."
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. Depois da atualização limite ficou mais simples. O suporte pediu novamente as mesmas informações.,7,Geral,precisei repetir algum etapa para concluir . Recebi erro enquanto tentar emitir boleto . depois de o atualização limite ficar mais simples . o suporte pedir novamente o mesmo informação .
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. bugou probelma msg,10,Produto,precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar fazer transferência . bugar probelma msg
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e cartão virtual travou duas vezes. O atendimento resolveu rápido a solicitação. atendimnto qdo,10,Serviços,precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar consultar limite . Tentei consultar limite e cartão virtual travar dois vez . o atendimento resolver rápido o solicitação . atendimnto qdo
Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações.,0,Serviços,Recebi erro enquanto tentar atualizar cadastro . o suporte pedir novamente o mesmo informação .
"Consegui emitir boleto, mas depois apareceu erro em onboarding. O atendimento resolveu rápido a solicitação. extrato demorou para responder.",7,Suporte,"Consegui emitir boleto , mas depois aparecer erro em onboarding . o atendimento resolver rápido o solicitação . extrato demorar para responder ."
Tentei consultar limite e login travou duas vezes. O carregamento dos relatórios demorou. travano demoro msg,5,Suporte,Tentei consultar limite e login travar dois vez . o carregamento de o relatório demorar . travano demoro msg
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples. bugou,9,Serviços,o carregamento de o relatório demorar . o notificação chegar atrasado . depois de o atualização pagamento ficar mais simples . bugar
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,7,Serviços,o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . precisei repetir algum etapa para concluir .
"O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em dashboard. O suporte pediu novamente as mesmas informações.",4,Suporte,"o carregamento de o relatório demorar . Consegui integrar sistema , mas depois aparecer erro em dashboard . o suporte pedir novamente o mesmo informação ."
Recebi erro enquanto tentava integrar sistema. performance demorou para responder. Tentei integrar sistema e performance travou duas vezes. demoro qdo,9,Geral,Recebi erro enquanto tentar integrar sistema . performance demorar para responder . Tentei integrar sistema e performance travar dois vez . demoro qdo
"Consegui baixar relatório, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas.",0,Suporte,"Consegui baixar relatório , mas depois aparecer erro em dashboard . o notificação chegar atrasado ."
"Consegui acompanhar pagamento, mas depois apareceu erro em notificações. O suporte pediu novamente as mesmas informações.",3,Suporte,"Consegui acompanhar pagamento , mas depois aparecer erro em notificação . o suporte pedir novamente o mesmo informação ."
"Precisei repetir algumas etapas para concluir. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e cadastro travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em limite.",1,Suporte,"precisei repetir algum etapa para concluir . depois de o atualização cadastro ficar mais simples . o notificação chegar atrasado . Recebi erro enquanto tentar emitir boleto . Tentei emitir boleto e cadastro travar dois vez . Consegui emitir boleto , mas depois aparecer erro em limite ."
"performance demorou para responder. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e performance travou duas vezes. As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. Consegui fazer transferência, mas depois apareceu erro em pagamentos. naum msg",10,Produto,"performance demorar para responder . Recebi erro enquanto tentar fazer transferência . Tentei fazer transferência e performance travar dois vez . o notificação chegar atrasado . depois de o atualização performance ficar mais simples . Consegui fazer transferência , mas depois aparecer erro em pagamento . naum msg"
Depois da atualização usabilidade ficou mais simples. As notificações chegaram atrasadas. msg,5,Suporte,depois de o atualização usabilidade ficar mais simples . o notificação chegar atrasado . msg
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,0,Suporte,precisei repetir algum etapa para concluir . o notificação chegar atrasado .
Tudo certo.,5,Pós-venda,tudo certo .
Achei estranho.,7,Produto,achar estranho .
"As notificações chegaram atrasadas. performance demorou para responder. Consegui consultar limite, mas depois apareceu erro em relatórios. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",6,Produto,"o notificação chegar atrasado . performance demorar para responder . Consegui consultar limite , mas depois aparecer erro em relatório . depois de o atualização performance ficar mais simples . o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar ."
"Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em dashboard.",1,Produto,"precisei repetir algum etapa para concluir . Consegui fazer transferência , mas depois aparecer erro em dashboard ."
Depois da atualização limite ficou mais simples. Tentei baixar relatório e limite travou duas vezes. travano,9,Serviços,depois de o atualização limite ficar mais simples . Tentei baixar relatório e limite travar dois vez . travano
performance demorou para responder. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. probelma,6,Produto,performance demorar para responder . depois de o atualização performance ficar mais simples . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar atualizar cadastro . probelma
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,7,Serviços,o notificação chegar atrasado . o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar .
O carregamento dos relatórios demorou. Depois da atualização cadastro ficou mais simples. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro.,8,Serviços,o carregamento de o relatório demorar . depois de o atualização cadastro ficar mais simples . o suporte pedir novamente o mesmo informação . precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar atualizar cadastro .
"Depois da atualização cartão virtual ficou mais simples. Tentei consultar limite e cartão virtual travou duas vezes. Consegui consultar limite, mas depois apareceu erro em relatórios. Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. O atendimento resolveu rápido a solicitação.",9,Suporte,"depois de o atualização cartão virtual ficar mais simples . Tentei consultar limite e cartão virtual travar dois vez . Consegui consultar limite , mas depois aparecer erro em relatório . Precisei repetir algum etapa para concluir . cartão virtual demorar para responder . o atendimento resolver rápido o solicitação ."
Depois da atualização integração ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. ploblema,7,Serviços,depois de o atualização integração ficar mais simples . o notificação chegar atrasado . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar atualizar cadastro . ploblema
login demorou para responder. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. atendimnto qdo,6,Serviços,login demorar para responder . precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . atendimnto qdo
