comentario,nota,responsavel
Mais ou menos.,2,Produto
"O suporte pediu novamente as mesmas informações. chat demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em cartão virtual. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização chat ficou mais simples.",4,Produto
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,8,Serviços
relatórios demorou para responder. Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. atendimnto,4,Suporte
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em relatórios. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e onboarding travou duas vezes. onboarding demorou para responder.",2,Produto
limite demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,4,Serviços
Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação. probelma,5,Produto
Depois da atualização relatórios ficou mais simples. Tentei integrar sistema e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,10,Produto
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em performance.",7,Produto
"Tentei baixar relatório e dashboard travou duas vezes. Depois da atualização dashboard ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em API. Recebi erro enquanto tentava baixar relatório. dashboard demorou para responder.",8,Suporte
"integração demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em API.",10,Produto
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei baixar relatório e pagamentos travou duas vezes. pagamentos demorou para responder. demoro travano vcs,5,Serviços
"Recebi erro enquanto tentava acompanhar pagamento. integração demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em limite. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. bugou qdo vcs",1,Suporte
Sem opinião.,7,Suporte
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e cartão virtual travou duas vezes. Recebi erro enquanto tentava integrar sistema.,1,Pós-venda
Tentei consultar saldo e pagamentos travou duas vezes. O carregamento dos relatórios demorou. pagamentos demorou para responder. qdo sitema ploblema,7,Suporte
"cartão virtual demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em extrato.",9,Geral
O carregamento dos relatórios demorou. Tentei baixar relatório e cadastro travou duas vezes. cadastro demorou para responder. atendimnto sitema,2,Suporte
Ok.,6,Suporte
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e login travou duas vezes. Depois da atualização login ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. probelma platafroma,5,Produto
"onboarding demorou para responder. Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em relatórios. qdo",8,Produto
Tudo certo.,8,Pós-venda
As notificações chegaram atrasadas. notificações demorou para responder. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. vcs demoro naum,2,Produto
Precisei repetir algumas etapas para concluir. cadastro demorou para responder. O suporte pediu novamente as mesmas informações.,0,Suporte
Precisei repetir algumas etapas para concluir. notificações demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento.,10,Pós-venda
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Depois da atualização limite ficou mais simples.,10,Serviços
"onboarding demorou para responder. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em relatórios. Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples.",3,Serviços
Tudo certo.,9,Serviços
Achei estranho.,9,Suporte
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização notificações ficou mais simples. Precisei repetir algumas etapas para concluir.,8,Pós-venda
As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples.,10,Suporte
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. vcs platafroma msg,2,Serviços
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e pagamentos travou duas vezes. As notificações chegaram atrasadas. sitema,5,Produto
extrato demorou para responder. Tentei consultar saldo e extrato travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,8,Suporte
Sem opinião.,0,Produto
O atendimento resolveu rápido a solicitação. cadastro demorou para responder. O carregamento dos relatórios demorou. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas.,3,Suporte
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei consultar saldo e cartão virtual travou duas vezes. Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. cartão virtual demorou para responder.,5,Geral
cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,2,Produto
Depois da atualização extrato ficou mais simples. extrato demorou para responder. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,2,Suporte
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples.,5,Suporte
Depois da atualização login ficou mais simples. login demorou para responder. Tentei acompanhar pagamento e login travou duas vezes. O suporte pediu novamente as mesmas informações. qdo bugou sitema,3,Produto
Tentei emitir boleto e cadastro travou duas vezes. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. atendimnto,10,Suporte
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. extrato demorou para responder.,9,Geral
limite demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. naum atendimnto,6,Geral
"pagamentos demorou para responder. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização pagamentos ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em relatórios. qdo",6,Suporte
"Consegui atualizar cadastro, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",5,Suporte
Depois da atualização cadastro ficou mais simples. Tentei atualizar cadastro e cadastro travou duas vezes. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. ploblema atendimnto qdo,9,Produto
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar saldo. As notificações chegaram atrasadas. Tentei consultar saldo e notificações travou duas vezes.,6,Produto
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. demoro,10,Serviços
Recebi erro enquanto tentava fazer transferência. Depois da atualização notificações ficou mais simples. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. qdo vcs sitema,1,Produto
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,7,Produto
"O suporte pediu novamente as mesmas informações. Consegui baixar relatório, mas depois apareceu erro em API.",9,Suporte
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em notificações. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",4,Produto
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Depois da atualização relatórios ficou mais simples. probelma vcs,1,Produto
Precisei repetir algumas etapas para concluir. Tentei emitir boleto e API travou duas vezes. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. API demorou para responder. msg,6,Geral
Tentei baixar relatório e performance travou duas vezes. performance demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,0,Pós-venda
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. naum probelma,7,Produto
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava acompanhar pagamento. Depois da atualização relatórios ficou mais simples.,3,Produto
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e performance travou duas vezes.,4,Serviços
limite demorou para responder. Depois da atualização limite ficou mais simples. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. demoro msg,5,Suporte
"Consegui consultar saldo, mas depois apareceu erro em performance. Recebi erro enquanto tentava consultar saldo. Depois da atualização limite ficou mais simples. msg",6,Produto
Tudo certo.,1,Produto
"Consegui atualizar cadastro, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.",10,Suporte
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,6,Suporte
Sem comentários.,7,Produto
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização performance ficou mais simples. travano,1,Produto
O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. As notificações chegaram atrasadas. Tentei atualizar cadastro e pagamentos travou duas vezes. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro.,8,Produto
Tentei fazer transferência e limite travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,5,Pós-venda
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,6,Suporte
O suporte pediu novamente as mesmas informações. Tentei fazer transferência e onboarding travou duas vezes. Depois da atualização onboarding ficou mais simples. sitema naum,2,Geral
"Consegui integrar sistema, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. naum",10,Geral
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei atualizar cadastro e integração travou duas vezes. Depois da atualização integração ficou mais simples. integração demorou para responder. O atendimento resolveu rápido a solicitação.,3,Suporte
As notificações chegaram atrasadas. Tentei fazer transferência e login travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. login demorou para responder. qdo vcs,3,Pós-venda
Tudo certo.,5,Produto
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização extrato ficou mais simples. O suporte pediu novamente as mesmas informações.,6,Serviços
"O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em pagamentos. probelma vcs",2,Geral
"Consegui baixar relatório, mas depois apareceu erro em chat. As notificações chegaram atrasadas.",0,Produto
integração demorou para responder. Tentei emitir boleto e integração travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. msg,1,Produto
Tentei emitir boleto e onboarding travou duas vezes. onboarding demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. ploblema,8,Suporte
notificações demorou para responder. Tentei fazer transferência e notificações travou duas vezes. O carregamento dos relatórios demorou. msg,2,Serviços
"Consegui fazer transferência, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e cadastro travou duas vezes. O carregamento dos relatórios demorou.",9,Produto
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. sitema msg,1,Produto
"Tentei consultar limite e performance travou duas vezes. O carregamento dos relatórios demorou. Depois da atualização performance ficou mais simples. Consegui consultar limite, mas depois apareceu erro em limite.",8,Serviços
Regular.,6,Produto
Sem opinião.,3,Suporte
usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples.,0,Suporte
"Recebi erro enquanto tentava fazer transferência. Depois da atualização onboarding ficou mais simples. Consegui fazer transferência, mas depois apareceu erro em performance. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",5,Geral
"Consegui baixar relatório, mas depois apareceu erro em limite. O carregamento dos relatórios demorou. chat demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. msg vcs ploblema",9,Suporte
"O carregamento dos relatórios demorou. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em usabilidade.",9,Produto
notificações demorou para responder. Depois da atualização notificações ficou mais simples. Tentei consultar saldo e notificações travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,2,Pós-venda
Recebi erro enquanto tentava atualizar cadastro. cadastro demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,0,Suporte
"O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",2,Suporte
"Consegui fazer transferência, mas depois apareceu erro em cartão virtual. Precisei repetir algumas etapas para concluir. Depois da atualização pagamentos ficou mais simples. pagamentos demorou para responder. Tentei fazer transferência e pagamentos travou duas vezes. As notificações chegaram atrasadas.",10,Suporte
O carregamento dos relatórios demorou. Depois da atualização performance ficou mais simples. O atendimento resolveu rápido a solicitação.,8,Geral
Nada a declarar.,9,Suporte
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei baixar relatório e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações.,9,Serviços
Tentei acompanhar pagamento e API travou duas vezes. Depois da atualização API ficou mais simples. vcs naum,7,Suporte
Depois da atualização pagamentos ficou mais simples. O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. O carregamento dos relatórios demorou.,4,Produto
O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,3,Suporte
O atendimento resolveu rápido a solicitação. onboarding demorou para responder. Precisei repetir algumas etapas para concluir.,2,Serviços
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.,4,Serviços
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei consultar limite e API travou duas vezes. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,4,Suporte
"Tentei atualizar cadastro e chat travou duas vezes. Consegui atualizar cadastro, mas depois apareceu erro em cartão virtual. O carregamento dos relatórios demorou. Depois da atualização chat ficou mais simples. chat demorou para responder. atendimnto probelma",0,Geral
Achei estranho.,2,Pós-venda
"Consegui emitir boleto, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e cartão virtual travou duas vezes. O atendimento resolveu rápido a solicitação.",3,Suporte
Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. naum probelma,3,Geral
Recebi erro enquanto tentava integrar sistema. usabilidade demorou para responder. O carregamento dos relatórios demorou.,0,Serviços
"Depois da atualização limite ficou mais simples. Tentei baixar relatório e limite travou duas vezes. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum",6,Suporte
Ok.,3,Produto
performance demorou para responder. O suporte pediu novamente as mesmas informações.,1,Produto
Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. Depois da atualização extrato ficou mais simples. travano qdo bugou,8,Pós-venda
Ok.,9,Suporte
Precisei repetir algumas etapas para concluir. performance demorou para responder. Tentei emitir boleto e performance travou duas vezes. O carregamento dos relatórios demorou.,0,Serviços
Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. travano probelma,6,Suporte
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. sitema qdo,5,Suporte
"Recebi erro enquanto tentava emitir boleto. O suporte pediu novamente as mesmas informações. Consegui emitir boleto, mas depois apareceu erro em cadastro. extrato demorou para responder.",7,Serviços
Depois da atualização dashboard ficou mais simples. Tentei fazer transferência e dashboard travou duas vezes. dashboard demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,0,Produto
As notificações chegaram atrasadas. extrato demorou para responder.,1,Produto
Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e integração travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou.,1,Produto
Regular.,5,Produto
Tentei acompanhar pagamento e extrato travou duas vezes. Depois da atualização extrato ficou mais simples. msg,7,Pós-venda
performance demorou para responder. O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e performance travou duas vezes. O carregamento dos relatórios demorou.,7,Suporte
"Consegui fazer transferência, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei fazer transferência e cartão virtual travou duas vezes. demoro",0,Serviços
Tentei emitir boleto e integração travou duas vezes. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. Depois da atualização integração ficou mais simples.,9,Serviços
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização dashboard ficou mais simples.,7,Geral
chat demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir.,1,Suporte
"Consegui fazer transferência, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",2,Geral
Recebi erro enquanto tentava consultar saldo. usabilidade demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,4,Geral
"Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.",4,Suporte
"Tentei fazer transferência e relatórios travou duas vezes. O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em performance. O atendimento resolveu rápido a solicitação. bugou probelma travano",0,Produto
O carregamento dos relatórios demorou. limite demorou para responder.,1,Serviços
Tudo certo.,6,Geral
Sem comentários.,0,Serviços
"Tentei consultar limite e cadastro travou duas vezes. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em API.",5,Serviços
"Tentei acompanhar pagamento e login travou duas vezes. login demorou para responder. Depois da atualização login ficou mais simples. Consegui acompanhar pagamento, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento.",0,Pós-venda
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e usabilidade travou duas vezes. sitema travano platafroma,8,Suporte
O atendimento resolveu rápido a solicitação. Tentei consultar saldo e relatórios travou duas vezes.,5,Produto
Sem comentários.,3,Suporte
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. bugou ploblema vcs,9,Produto
"Tentei consultar saldo e dashboard travou duas vezes. dashboard demorou para responder. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. vcs travano naum",4,Geral
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei consultar limite e relatórios travou duas vezes. Recebi erro enquanto tentava consultar limite. As notificações chegaram atrasadas.,4,Suporte
Depois da atualização onboarding ficou mais simples. As notificações chegaram atrasadas.,7,Suporte
"Consegui baixar relatório, mas depois apareceu erro em notificações. Recebi erro enquanto tentava baixar relatório. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.",10,Produto
"O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em API.",10,Serviços
"O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em notificações. login demorou para responder.",3,Produto
"O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em usabilidade. platafroma ploblema probelma",5,Produto
Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. qdo probelma platafroma,2,Serviços
O carregamento dos relatórios demorou. notificações demorou para responder.,0,Produto
Depois da atualização cartão virtual ficou mais simples. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,1,Suporte
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização chat ficou mais simples. Tentei baixar relatório e chat travou duas vezes. ploblema travano sitema,6,Produto
Depois da atualização API ficou mais simples. API demorou para responder. As notificações chegaram atrasadas. Tentei fazer transferência e API travou duas vezes. Precisei repetir algumas etapas para concluir. qdo msg sitema,6,Serviços
O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir.,2,Suporte
Precisei repetir algumas etapas para concluir. Depois da atualização cartão virtual ficou mais simples. O suporte pediu novamente as mesmas informações. vcs naum qdo,8,Suporte
"O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação.",8,Suporte
Precisei repetir algumas etapas para concluir. Tentei consultar limite e usabilidade travou duas vezes.,10,Suporte
"As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em chat. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. msg demoro",3,Produto
"O atendimento resolveu rápido a solicitação. chat demorou para responder. Consegui baixar relatório, mas depois apareceu erro em API. O carregamento dos relatórios demorou. Depois da atualização chat ficou mais simples. Tentei baixar relatório e chat travou duas vezes. vcs",2,Suporte
Recebi erro enquanto tentava consultar limite. Tentei consultar limite e performance travou duas vezes. atendimnto naum,6,Serviços
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,7,Geral
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e extrato travou duas vezes. O carregamento dos relatórios demorou. naum sitema probelma,3,Serviços
"Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização cartão virtual ficou mais simples. As notificações chegaram atrasadas. Consegui consultar saldo, mas depois apareceu erro em usabilidade.",3,Produto
"O atendimento resolveu rápido a solicitação. Consegui acompanhar pagamento, mas depois apareceu erro em API. platafroma",6,Suporte
As notificações chegaram atrasadas. Tentei baixar relatório e integração travou duas vezes. Recebi erro enquanto tentava baixar relatório. integração demorou para responder. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,1,Geral
notificações demorou para responder. O carregamento dos relatórios demorou. bugou ploblema atendimnto,3,Serviços
"O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em integração. notificações demorou para responder. qdo platafroma",1,Suporte
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e onboarding travou duas vezes.,4,Geral
Tentei integrar sistema e limite travou duas vezes. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema.,7,Geral
"As notificações chegaram atrasadas. Depois da atualização onboarding ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. vcs ploblema",10,Suporte
"Consegui emitir boleto, mas depois apareceu erro em extrato. dashboard demorou para responder. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.",4,Suporte
"Consegui fazer transferência, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Depois da atualização integração ficou mais simples. naum msg",8,Serviços
As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. qdo vcs,10,Serviços
Tentei atualizar cadastro e chat travou duas vezes. Precisei repetir algumas etapas para concluir.,4,Produto
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. relatórios demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em integração.",5,Serviços
"Tentei integrar sistema e limite travou duas vezes. limite demorou para responder. Consegui integrar sistema, mas depois apareceu erro em cartão virtual. O carregamento dos relatórios demorou.",8,Serviços
"Tentei baixar relatório e dashboard travou duas vezes. dashboard demorou para responder. O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em notificações.",1,Produto
"Depois da atualização extrato ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em API. atendimnto travano",10,Geral
"Depois da atualização pagamentos ficou mais simples. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. pagamentos demorou para responder. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em chat.",0,Geral
"Tentei atualizar cadastro e login travou duas vezes. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. login demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em onboarding.",2,Serviços
O carregamento dos relatórios demorou. Depois da atualização integração ficou mais simples. demoro msg platafroma,3,Produto
Depois da atualização extrato ficou mais simples. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. travano ploblema probelma,3,Suporte
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. cadastro demorou para responder. ploblema naum qdo,9,Suporte
"Depois da atualização cartão virtual ficou mais simples. As notificações chegaram atrasadas. Consegui consultar saldo, mas depois apareceu erro em performance. O carregamento dos relatórios demorou. cartão virtual demorou para responder. Recebi erro enquanto tentava consultar saldo.",6,Suporte
Depois da atualização extrato ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. vcs sitema,7,Suporte
"O carregamento dos relatórios demorou. Depois da atualização usabilidade ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em limite. bugou",7,Suporte
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em performance. Depois da atualização chat ficou mais simples. travano sitema demoro",3,Serviços
As notificações chegaram atrasadas. cadastro demorou para responder. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. Depois da atualização cadastro ficou mais simples. demoro travano,8,Serviços
"Tentei consultar limite e cartão virtual travou duas vezes. Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. naum travano",2,Serviços
