comentario,nota,responsavel
carreg relatori demor tent acompanh pagament api trav duas vez,2,Serviços
consegu baix relatori aparec erro cadastr tent baix relatori extrat trav duas vez atualizaca extrat fic simpl atend resolv rap solicitaca,6,Produto
atualizaca api fic simpl receb erro enquant tent integr api demor respond,3,Geral
atend resolv rap solicitaca atualizaca login fic simpl receb erro enquant tent emit bolet carreg relatori demor,8,Geral
notificaco cheg atras api demor respond suport ped nov mesm informaco consegu baix relatori aparec erro dashboard,1,Produto
onboarding demor respond atualizaca onboarding fic simpl consegu baix relatori aparec erro dashboard atend resolv rap solicitaca tent baix relatori onboarding trav duas vez precis repet algum etap conclu,4,Suporte
atualizaca login fic simpl carreg relatori demor ploblem qdo,6,Serviços
receb erro enquant tent consult limit atualizaca pagament fic simpl atend resolv rap solicitaca,5,Serviços
suport ped nov mesm informaco atend resolv rap solicitaca notificaco cheg atras,2,Produto
notificaco cheg atras atualizaca login fic simpl suport ped nov mesm informaco qdo vcs atendimnt,2,Suporte
carreg relatori demor notificaco cheg atras consegu baix relatori aparec erro api,4,Pós-venda
cadastr demor respond atend resolv rap solicitaca suport ped nov mesm informaco,3,Serviços
consegu emit bolet aparec erro usabil atend resolv rap solicitaca,6,Produto
receb erro enquant tent acompanh pagament suport ped nov mesm informaco relatori demor respond consegu acompanh pagament aparec erro pagament precis repet algum etap conclu,10,Produto
notificaco cheg atras precis repet algum etap conclu suport ped nov mesm informaco,0,Serviços
tent atualiz cadastr carta virtual trav duas vez receb erro enquant tent atualiz cadastr precis repet algum etap conclu atualizaca carta virtual fic simpl suport ped nov mesm informaco notificaco cheg atras,0,Serviços
consegu integr aparec erro pagament tent integr extrat trav duas vez carreg relatori demor atualizaca extrat fic simpl,10,Produto
api demor respond tent baix relatori api trav duas vez atend resolv rap solicitaca receb erro enquant tent baix relatori,4,Produto
tent baix relatori chat trav duas vez atualizaca chat fic simpl consegu baix relatori aparec erro relatori sitem atendimnt,10,Suporte
carreg relatori demor notificaco cheg atras,6,Geral
dashboard demor respond atend resolv rap solicitaca sitem,1,Suporte
suport ped nov mesm informaco precis repet algum etap conclu notificaco cheg atras travan bug,2,Suporte
suport ped nov mesm informaco receb erro enquant tent baix relatori carreg relatori demor consegu baix relatori aparec erro pagament tent baix relatori notificaco trav duas vez bug demor,0,Geral
atend resolv rap solicitaca carreg relatori demor atualizaca usabil fic simpl usabil demor respond,3,Geral
dashboard demor respond carreg relatori demor precis repet algum etap conclu notificaco cheg atras sitem,0,Serviços
precis repet algum etap conclu atualizaca login fic simpl carreg relatori demor,4,Pós-venda
suport ped nov mesm informaco atend resolv rap solicitaca atualizaca integraca fic simpl precis repet algum etap conclu consegu faz transferenc aparec erro performanc carreg relatori demor,4,Suporte
suport ped nov mesm informaco notificaco cheg atras precis repet algum etap conclu,0,Serviços
tent emit bolet integraca trav duas vez notificaco cheg atras atualizaca integraca fic simpl atend resolv rap solicitaca carreg relatori demor precis repet algum etap conclu demor platafrom naum,8,Produto
notificaco cheg atras suport ped nov mesm informaco naum,2,Suporte
suport ped nov mesm informaco carreg relatori demor receb erro enquant tent consult sald atendimnt platafrom demor,5,Suporte
suport ped nov mesm informaco atend resolv rap solicitaca notificaco cheg atras travan,1,Produto
atualizaca usabil fic simpl tent atualiz cadastr usabil trav duas vez,3,Suporte
suport ped nov mesm informaco consegu integr aparec erro notificaco atend resolv rap solicitaca carreg relatori demor precis repet algum etap conclu performanc demor respond,10,Suporte
carreg relatori demor performanc demor respond receb erro enquant tent emit bolet,7,Serviços
receb erro enquant tent emit bolet atend resolv rap solicitaca suport ped nov mesm informaco cadastr demor respond consegu emit bolet aparec erro api atualizaca cadastr fic simpl,2,Geral
atend resolv rap solicitaca tent baix relatori limit trav duas vez,7,Suporte
consegu faz transferenc aparec erro carta virtual cadastr demor respond atualizaca cadastr fic simpl precis repet algum etap conclu receb erro enquant tent faz transferenc,10,Serviços
atualizaca extrat fic simpl carreg relatori demor platafrom qdo bug,3,Serviços
atend resolv rap solicitaca chat demor respond consegu baix relatori aparec erro relatori suport ped nov mesm informaco notificaco cheg atras,10,Produto
suport ped nov mesm informaco precis repet algum etap conclu receb erro enquant tent atualiz cadastr notificaco cheg atras,3,Geral
relatori demor respond carreg relatori demor precis repet algum etap conclu consegu baix relatori aparec erro extrat receb erro enquant tent baix relatori suport ped nov mesm informaco atendimnt vcs,10,Serviços
atualizaca limit fic simpl receb erro enquant tent baix relatori atend resolv rap solicitaca precis repet algum etap conclu limit demor respond carreg relatori demor vcs,9,Suporte
suport ped nov mesm informaco atualizaca integraca fic simpl atend resolv rap solicitaca,7,Pós-venda
atend resolv rap solicitaca tent baix relatori performanc trav duas vez performanc demor respond carreg relatori demor notificaco cheg atras,9,Geral
atualizaca carta virtual fic simpl tent integr carta virtual trav duas vez carreg relatori demor carta virtual demor respond precis repet algum etap conclu receb erro enquant tent integr,2,Geral
precis repet algum etap conclu consegu baix relatori aparec erro notificaco extrat demor respond atend resolv rap solicitaca suport ped nov mesm informaco,9,Suporte
onboarding demor respond precis repet algum etap conclu notificaco cheg atras suport ped nov mesm informaco atend resolv rap solicitaca,10,Produto
tent baix relatori notificaco trav duas vez atualizaca notificaco fic simpl atend resolv rap solicitaca,4,Suporte
suport ped nov mesm informaco receb erro enquant tent atualiz cadastr notificaco cheg atras atend resolv rap solicitaca cadastr demor respond atualizaca cadastr fic simpl,1,Suporte
suport ped nov mesm informaco tent acompanh pagament cadastr trav duas vez cadastr demor respond notificaco cheg atras consegu acompanh pagament aparec erro pagament atend resolv rap solicitaca,10,Produto
atend resolv rap solicitaca tent consult limit usabil trav duas vez atualizaca usabil fic simpl carreg relatori demor usabil demor respond notificaco cheg atras,5,Suporte
receb erro enquant tent consult sald carreg relatori demor notificaco cheg atras,1,Suporte
notificaco cheg atras precis repet algum etap conclu receb erro enquant tent atualiz cadastr suport ped nov mesm informaco,7,Pós-venda
tent emit bolet integraca trav duas vez suport ped nov mesm informaco consegu emit bolet aparec erro login integraca demor respond,7,Produto
atualizaca carta virtual fic simpl notificaco cheg atras suport ped nov mesm informaco consegu integr aparec erro cadastr sitem atendimnt platafrom,0,Serviços
tent atualiz cadastr limit trav duas vez atend resolv rap solicitaca atendimnt demor qdo,2,Geral
login demor respond receb erro enquant tent atualiz cadastr suport ped nov mesm informaco atend resolv rap solicitaca consegu atualiz cadastr aparec erro chat,2,Geral
consegu acompanh pagament aparec erro extrat tent acompanh pagament onboarding trav duas vez atend resolv rap solicitaca receb erro enquant tent acompanh pagament onboarding demor respond qdo platafrom naum,1,Geral
atend resolv rap solicitaca tent consult limit notificaco trav duas vez,6,Suporte
notificaco cheg atras atualizaca dashboard fic simpl tent consult sald dashboard trav duas vez ploblem,0,Geral
precis repet algum etap conclu notificaco cheg atras consegu baix relatori aparec erro cadastr tent baix relatori chat trav duas vez suport ped nov mesm informaco,7,Suporte
chat demor respond carreg relatori demor consegu emit bolet aparec erro carta virtual platafrom naum travan,8,Serviços
consegu faz transferenc aparec erro relatori atualizaca chat fic simpl atend resolv rap solicitaca suport ped nov mesm informaco,7,Suporte
carreg relatori demor carta virtual demor respond consegu baix relatori aparec erro api tent baix relatori carta virtual trav duas vez,6,Produto
atend resolv rap solicitaca precis repet algum etap conclu tent atualiz cadastr dashboard trav duas vez atualizaca dashboard fic simpl receb erro enquant tent atualiz cadastr,9,Pós-venda
atend resolv rap solicitaca notificaco cheg atras,3,Geral
notificaco cheg atras suport ped nov mesm informaco receb erro enquant tent faz transferenc atend resolv rap solicitaca sitem,1,Serviços
receb erro enquant tent faz transferenc atend resolv rap solicitaca notificaco cheg atras,0,Geral
receb erro enquant tent emit bolet consegu emit bolet aparec erro extrat notificaco cheg atras atualizaca dashboard fic simpl suport ped nov mesm informaco tent emit bolet dashboard trav duas vez demor qdo,10,Suporte
receb erro enquant tent integr atend resolv rap solicitaca precis repet algum etap conclu suport ped nov mesm informaco atualizaca pagament fic simpl notificaco cheg atras platafrom,4,Suporte
performanc demor respond notificaco cheg atras tent emit bolet performanc trav duas vez atualizaca performanc fic simpl suport ped nov mesm informaco atend resolv rap solicitaca,1,Produto
receb erro enquant tent consult limit atualizaca cadastr fic simpl,1,Suporte
carreg relatori demor tent baix relatori login trav duas vez bug atendimnt naum,9,Serviços
suport ped nov mesm informaco tent baix relatori performanc trav duas vez carreg relatori demor vcs,10,Produto
carreg relatori demor notificaco cheg atras dashboard demor respond precis repet algum etap conclu receb erro enquant tent integr atualizaca dashboard fic simpl,8,Produto
atend resolv rap solicitaca carreg relatori demor consegu atualiz cadastr aparec erro dashboard receb erro enquant tent atualiz cadastr cadastr demor respond tent atualiz cadastr cadastr trav duas vez,7,Serviços
consegu consult limit aparec erro integraca suport ped nov mesm informaco onboarding demor respond,0,Suporte
suport ped nov mesm informaco limit demor respond notificaco cheg atras precis repet algum etap conclu receb erro enquant tent integr atend resolv rap solicitaca,7,Produto
performanc demor respond receb erro enquant tent atualiz cadastr consegu atualiz cadastr aparec erro pagament suport ped nov mesm informaco atend resolv rap solicitaca tent atualiz cadastr performanc trav duas vez travan atendimnt,5,Serviços
consegu integr aparec erro cadastr carreg relatori demor,9,Produto
atend resolv rap solicitaca tent acompanh pagament notificaco trav duas vez consegu acompanh pagament aparec erro api suport ped nov mesm informaco atualizaca notificaco fic simpl atendimnt msg,5,Produto
consegu faz transferenc aparec erro notificaco suport ped nov mesm informaco performanc demor respond tent faz transferenc performanc trav duas vez,2,Geral
usabil demor respond carreg relatori demor tent integr usabil trav duas vez consegu integr aparec erro carta virtual receb erro enquant tent integr,7,Produto
carreg relatori demor tent integr pagament trav duas vez suport ped nov mesm informaco notificaco cheg atras,0,Produto
precis repet algum etap conclu consegu baix relatori aparec erro extrat atualizaca performanc fic simpl msg travan,6,Suporte
carreg relatori demor tent consult limit performanc trav duas vez msg travan bug,8,Serviços
atend resolv rap solicitaca tent consult limit cadastr trav duas vez receb erro enquant tent consult limit carreg relatori demor cadastr demor respond travan,3,Produto
suport ped nov mesm informaco atualizaca notificaco fic simpl,0,Pós-venda
atualizaca relatori fic simpl receb erro enquant tent consult limit consegu consult limit aparec erro usabil,6,Produto
consegu consult sald aparec erro relatori carreg relatori demor login demor respond suport ped nov mesm informaco,9,Pós-venda
notificaco cheg atras atend resolv rap solicitaca atualizaca performanc fic simpl carreg relatori demor precis repet algum etap conclu performanc demor respond,1,Produto
receb erro enquant tent atualiz cadastr carta virtual demor respond atend resolv rap solicitaca consegu atualiz cadastr aparec erro pagament msg,7,Serviços
suport ped nov mesm informaco pagament demor respond notificaco cheg atras tent consult limit pagament trav duas vez platafrom,10,Suporte
precis repet algum etap conclu consegu consult limit aparec erro login suport ped nov mesm informaco carta virtual demor respond tent consult limit carta virtual trav duas vez atend resolv rap solicitaca,10,Suporte
notificaco cheg atras performanc demor respond,8,Serviços
consegu emit bolet aparec erro usabil notificaco cheg atras,5,Produto
atend resolv rap solicitaca tent consult limit extrat trav duas vez notificaco cheg atras,5,Serviços
carreg relatori demor precis repet algum etap conclu notificaco cheg atras atualizaca relatori fic simpl tent consult sald relatori trav duas vez suport ped nov mesm informaco platafrom,3,Suporte
consegu consult limit aparec erro notificaco notificaco cheg atras,9,Suporte
suport ped nov mesm informaco consegu atualiz cadastr aparec erro relatori atualizaca cadastr fic simpl receb erro enquant tent atualiz cadastr,5,Produto
notificaco cheg atras consegu baix relatori aparec erro performanc carreg relatori demor precis repet algum etap conclu tent baix relatori integraca trav duas vez,2,Geral
atualizaca login fic simpl atend resolv rap solicitaca notificaco cheg atras suport ped nov mesm informaco carreg relatori demor login demor respond vcs naum qdo,4,Suporte
precis repet algum etap conclu receb erro enquant tent baix relatori consegu baix relatori aparec erro pagament sitem,8,Suporte
consegu consult sald aparec erro notificaco receb erro enquant tent consult sald login demor respond vcs platafrom qdo,7,Produto
carreg relatori demor precis repet algum etap conclu receb erro enquant tent integr notificaco cheg atras tent integr limit trav duas vez suport ped nov mesm informaco qdo,3,Suporte
atualizaca dashboard fic simpl dashboard demor respond notificaco cheg atras vcs qdo demor,0,Produto
precis repet algum etap conclu login demor respond atend resolv rap solicitaca tent emit bolet login trav duas vez receb erro enquant tent emit bolet msg bug probelm,1,Produto
notificaco cheg atras precis repet algum etap conclu receb erro enquant tent emit bolet carreg relatori demor,1,Geral
tent baix relatori limit trav duas vez suport ped nov mesm informaco atend resolv rap solicitaca demor naum qdo,0,Geral
consegu acompanh pagament aparec erro extrat atend resolv rap solicitaca tent acompanh pagament usabil trav duas vez bug msg,3,Produto
receb erro enquant tent atualiz cadastr atualizaca login fic simpl consegu atualiz cadastr aparec erro pagament tent atualiz cadastr login trav duas vez login demor respond,5,Produto
precis repet algum etap conclu notificaco cheg atras,5,Geral
tent faz transferenc onboarding trav duas vez atualizaca onboarding fic simpl suport ped nov mesm informaco precis repet algum etap conclu,9,Suporte
consegu integr aparec erro usabil tent integr carta virtual trav duas vez precis repet algum etap conclu,9,Suporte
consegu atualiz cadastr aparec erro limit receb erro enquant tent atualiz cadastr atend resolv rap solicitaca,8,Suporte
receb erro enquant tent integr suport ped nov mesm informaco,6,Suporte
precis repet algum etap conclu suport ped nov mesm informaco atend resolv rap solicitaca,1,Suporte
tent atualiz cadastr pagament trav duas vez receb erro enquant tent atualiz cadastr carreg relatori demor,10,Produto
atend resolv rap solicitaca receb erro enquant tent emit bolet tent emit bolet api trav duas vez consegu emit bolet aparec erro login precis repet algum etap conclu vcs platafrom atendimnt,0,Geral
atualizaca performanc fic simpl precis repet algum etap conclu atend resolv rap solicitaca notificaco cheg atras tent faz transferenc performanc trav duas vez sitem,5,Suporte
precis repet algum etap conclu notificaco cheg atras atend resolv rap solicitaca,10,Serviços
tent baix relatori integraca trav duas vez integraca demor respond precis repet algum etap conclu platafrom vcs qdo,10,Geral
notificaco cheg atras suport ped nov mesm informaco receb erro enquant tent atualiz cadastr extrat demor respond precis repet algum etap conclu,6,Geral
atend resolv rap solicitaca consegu baix relatori aparec erro chat receb erro enquant tent baix relatori notificaco cheg atras atendimnt bug qdo,7,Serviços
suport ped nov mesm informaco limit demor respond atualizaca limit fic simpl atend resolv rap solicitaca receb erro enquant tent integr,9,Pós-venda
notificaco cheg atras suport ped nov mesm informaco atualizaca login fic simpl tent emit bolet login trav duas vez sitem,2,Produto
login demor respond precis repet algum etap conclu atendimnt probelm,4,Suporte
performanc demor respond precis repet algum etap conclu tent baix relatori performanc trav duas vez suport ped nov mesm informaco carreg relatori demor platafrom,1,Serviços
extrat demor respond carreg relatori demor receb erro enquant tent atualiz cadastr consegu atualiz cadastr aparec erro integraca atualizaca extrat fic simpl suport ped nov mesm informaco bug sitem demor,7,Suporte
cadastr demor respond tent consult limit cadastr trav duas vez,9,Suporte
suport ped nov mesm informaco atualizaca performanc fic simpl atend resolv rap solicitaca consegu baix relatori aparec erro carta virtual receb erro enquant tent baix relatori naum,4,Pós-venda
atualizaca onboarding fic simpl tent faz transferenc onboarding trav duas vez onboarding demor respond suport ped nov mesm informaco,4,Serviços
consegu emit bolet aparec erro integraca carreg relatori demor extrat demor respond atualizaca extrat fic simpl,8,Suporte
precis repet algum etap conclu receb erro enquant tent consult limit carreg relatori demor notificaco cheg atras,3,Suporte
tent integr integraca trav duas vez notificaco cheg atras atualizaca integraca fic simpl bug,3,Suporte
receb erro enquant tent atualiz cadastr notificaco cheg atras,3,Serviços
receb erro enquant tent emit bolet tent emit bolet performanc trav duas vez atend resolv rap solicitaca carreg relatori demor consegu emit bolet aparec erro usabil notificaco cheg atras,6,Produto
suport ped nov mesm informaco tent atualiz cadastr pagament trav duas vez notificaco cheg atras precis repet algum etap conclu,5,Suporte
consegu consult limit aparec erro integraca carreg relatori demor suport ped nov mesm informaco receb erro enquant tent consult limit tent consult limit limit trav duas vez,4,Pós-venda
precis repet algum etap conclu atend resolv rap solicitaca atualizaca extrat fic simpl suport ped nov mesm informaco receb erro enquant tent baix relatori,5,Pós-venda
suport ped nov mesm informaco consegu acompanh pagament aparec erro limit atualizaca performanc fic simpl,6,Suporte
notificaco cheg atras precis repet algum etap conclu atend resolv rap solicitaca atualizaca chat fic simpl,10,Suporte
precis repet algum etap conclu carreg relatori demor atualizaca carta virtual fic simpl naum vcs sitem,0,Suporte
tent emit bolet cadastr trav duas vez cadastr demor respond suport ped nov mesm informaco receb erro enquant tent emit bolet notificaco cheg atras,5,Suporte
tent acompanh pagament notificaco trav duas vez receb erro enquant tent acompanh pagament consegu acompanh pagament aparec erro limit precis repet algum etap conclu suport ped nov mesm informaco notificaco demor respond probelm,4,Suporte
dashboard demor respond notificaco cheg atras receb erro enquant tent consult limit tent consult limit dashboard trav duas vez carreg relatori demor precis repet algum etap conclu,10,Produto
suport ped nov mesm informaco receb erro enquant tent acompanh pagament precis repet algum etap conclu notificaco cheg atras,8,Suporte
notificaco cheg atras carreg relatori demor,6,Pós-venda
carreg relatori demor precis repet algum etap conclu,6,Serviços
carreg relatori demor receb erro enquant tent integr notificaco cheg atras dashboard demor respond consegu integr aparec erro pagament qdo travan ploblem,8,Suporte
suport ped nov mesm informaco notificaco cheg atras login demor respond precis repet algum etap conclu,8,Geral
carreg relatori demor atualizaca pagament fic simpl probelm vcs,1,Suporte
relatori demor respond precis repet algum etap conclu consegu acompanh pagament aparec erro dashboard suport ped nov mesm informaco atend resolv rap solicitaca,3,Suporte
precis repet algum etap conclu receb erro enquant tent acompanh pagament carreg relatori demor consegu acompanh pagament aparec erro integraca ploblem demor,0,Suporte
consegu emit bolet aparec erro carta virtual atualizaca performanc fic simpl performanc demor respond,7,Suporte
receb erro enquant tent emit bolet atend resolv rap solicitaca carreg relatori demor precis repet algum etap conclu atualizaca integraca fic simpl suport ped nov mesm informaco naum bug probelm,7,Suporte
precis repet algum etap conclu tent baix relatori api trav duas vez atualizaca api fic simpl receb erro enquant tent baix relatori,7,Serviços
consegu integr aparec erro login receb erro enquant tent integr,4,Serviços
consegu baix relatori aparec erro notificaco carreg relatori demor atend resolv rap solicitaca atualizaca cadastr fic simpl suport ped nov mesm informaco receb erro enquant tent baix relatori,2,Produto
receb erro enquant tent baix relatori suport ped nov mesm informaco notificaco cheg atras carreg relatori demor integraca demor respond precis repet algum etap conclu,8,Pós-venda
tent acompanh pagament performanc trav duas vez atualizaca performanc fic simpl performanc demor respond,6,Suporte
tent faz transferenc integraca trav duas vez notificaco cheg atras atualizaca integraca fic simpl,10,Produto
receb erro enquant tent emit bolet limit demor respond tent emit bolet limit trav duas vez carreg relatori demor msg,9,Suporte
atualizaca carta virtual fic simpl suport ped nov mesm informaco atend resolv rap solicitaca consegu atualiz cadastr aparec erro api receb erro enquant tent atualiz cadastr precis repet algum etap conclu,8,Suporte
atualizaca dashboard fic simpl precis repet algum etap conclu notificaco cheg atras probelm demor,8,Produto
carreg relatori demor tent acompanh pagament dashboard trav duas vez notificaco cheg atras dashboard demor respond consegu acompanh pagament aparec erro performanc sitem demor naum,10,Geral
atualizaca carta virtual fic simpl atend resolv rap solicitaca notificaco cheg atras,3,Suporte
atualizaca notificaco fic simpl precis repet algum etap conclu atend resolv rap solicitaca suport ped nov mesm informaco receb erro enquant tent baix relatori,8,Geral
suport ped nov mesm informaco precis repet algum etap conclu carta virtual demor respond receb erro enquant tent acompanh pagament carreg relatori demor,5,Suporte
atend resolv rap solicitaca notificaco cheg atras atualizaca pagament fic simpl,4,Produto
carreg relatori demor precis repet algum etap conclu receb erro enquant tent integr consegu integr aparec erro chat tent integr api trav duas vez atend resolv rap solicitaca,7,Suporte
consegu atualiz cadastr aparec erro chat carreg relatori demor,6,Produto
notificaco cheg atras carreg relatori demor tent emit bolet limit trav duas vez,0,Serviços
precis repet algum etap conclu atualizaca login fic simpl,5,Produto
consegu acompanh pagament aparec erro relatori receb erro enquant tent acompanh pagament precis repet algum etap conclu carreg relatori demor suport ped nov mesm informaco performanc demor respond platafrom atendimnt demor,7,Suporte
atend resolv rap solicitaca precis repet algum etap conclu carreg relatori demor consegu integr aparec erro carta virtual dashboard demor respond,5,Suporte
atend resolv rap solicitaca notificaco cheg atras atendimnt platafrom,2,Suporte
precis repet algum etap conclu notificaco cheg atras bug,10,Suporte
consegu emit bolet aparec erro integraca receb erro enquant tent emit bolet atualizaca carta virtual fic simpl precis repet algum etap conclu,6,Produto
atualizaca performanc fic simpl receb erro enquant tent consult limit carreg relatori demor performanc demor respond precis repet algum etap conclu atend resolv rap solicitaca,2,Geral
atend resolv rap solicitaca suport ped nov mesm informaco notificaco cheg atras atualizaca limit fic simpl probelm ploblem msg,6,Geral
precis repet algum etap conclu notificaco cheg atras carreg relatori demor consegu faz transferenc aparec erro relatori,5,Produto
carreg relatori demor tent integr limit trav duas vez suport ped nov mesm informaco precis repet algum etap conclu limit demor respond notificaco cheg atras ploblem,10,Produto
precis repet algum etap conclu consegu consult limit aparec erro integraca,4,Produto
precis repet algum etap conclu suport ped nov mesm informaco travan,2,Serviços
atualizaca onboarding fic simpl tent integr onboarding trav duas vez carreg relatori demor consegu integr aparec erro performanc sitem naum,3,Suporte
atend resolv rap solicitaca receb erro enquant tent baix relatori,5,Pós-venda
atualizaca limit fic simpl atend resolv rap solicitaca consegu baix relatori aparec erro usabil carreg relatori demor receb erro enquant tent baix relatori,1,Suporte
notificaco cheg atras atualizaca notificaco fic simpl atend resolv rap solicitaca notificaco demor respond consegu emit bolet aparec erro limit suport ped nov mesm informaco,9,Suporte
pagament demor respond carreg relatori demor,0,Geral
precis repet algum etap conclu atualizaca notificaco fic simpl notificaco cheg atras suport ped nov mesm informaco notificaco demor respond,4,Geral
precis repet algum etap conclu notificaco cheg atras tent consult limit pagament trav duas vez suport ped nov mesm informaco consegu consult limit aparec erro integraca carreg relatori demor,6,Suporte
precis repet algum etap conclu tent acompanh pagament pagament trav duas vez suport ped nov mesm informaco atualizaca pagament fic simpl ploblem bug,1,Produto
suport ped nov mesm informaco atend resolv rap solicitaca limit demor respond consegu integr aparec erro api,2,Produto
atualizaca limit fic simpl suport ped nov mesm informaco tent faz transferenc limit trav duas vez consegu faz transferenc aparec erro onboarding limit demor respond precis repet algum etap conclu,9,Suporte
atualizaca carta virtual fic simpl carreg relatori demor carta virtual demor respond,1,Suporte
carreg relatori demor atend resolv rap solicitaca,0,Pós-venda
consegu consult sald aparec erro extrat precis repet algum etap conclu,0,Produto
notificaco cheg atras consegu baix relatori aparec erro limit receb erro enquant tent baix relatori precis repet algum etap conclu,2,Serviços
carreg relatori demor notificaco cheg atras receb erro enquant tent consult limit consegu consult limit aparec erro carta virtual atualizaca api fic simpl,1,Serviços
consegu acompanh pagament aparec erro dashboard relatori demor respond,6,Serviços
tent consult limit chat trav duas vez suport ped nov mesm informaco notificaco cheg atras consegu consult limit aparec erro relatori demor platafrom,4,Produto
precis repet algum etap conclu atend resolv rap solicitaca suport ped nov mesm informaco tent acompanh pagament pagament trav duas vez platafrom sitem msg,5,Produto
precis repet algum etap conclu consegu faz transferenc aparec erro dashboard suport ped nov mesm informaco atualizaca onboarding fic simpl receb erro enquant tent faz transferenc notificaco cheg atras travan,8,Suporte
suport ped nov mesm informaco atend resolv rap solicitaca demor sitem,0,Serviços
receb erro enquant tent acompanh pagament atend resolv rap solicitaca chat demor respond,0,Serviços
carreg relatori demor suport ped nov mesm informaco dashboard demor respond consegu baix relatori aparec erro extrat,4,Suporte
consegu baix relatori aparec erro limit precis repet algum etap conclu carreg relatori demor receb erro enquant tent baix relatori api demor respond atualizaca api fic simpl,1,Produto
precis repet algum etap conclu atend resolv rap solicitaca tent consult limit carta virtual trav duas vez,5,Suporte
consegu emit bolet aparec erro pagament relatori demor respond notificaco cheg atras carreg relatori demor receb erro enquant tent emit bolet sitem atendimnt travan,0,Suporte
carreg relatori demor suport ped nov mesm informaco notificaco cheg atras,1,Suporte
precis repet algum etap conclu receb erro enquant tent faz transferenc suport ped nov mesm informaco atend resolv rap solicitaca carreg relatori demor login demor respond,4,Suporte
carreg relatori demor notificaco cheg atras tent consult limit api trav duas vez,10,Produto
atend resolv rap solicitaca receb erro enquant tent atualiz cadastr consegu atualiz cadastr aparec erro integraca precis repet algum etap conclu notificaco demor respond,1,Pós-venda
atend resolv rap solicitaca carreg relatori demor,4,Produto
carta virtual demor respond tent integr carta virtual trav duas vez,5,Serviços
atualizaca dashboard fic simpl consegu integr aparec erro usabil precis repet algum etap conclu receb erro enquant tent integr dashboard demor respond notificaco cheg atras,10,Suporte
suport ped nov mesm informaco precis repet algum etap conclu carta virtual demor respond carreg relatori demor tent acompanh pagament carta virtual trav duas vez atualizaca carta virtual fic simpl qdo,5,Suporte
precis repet algum etap conclu atend resolv rap solicitaca,2,Serviços
precis repet algum etap conclu tent integr notificaco trav duas vez carreg relatori demor travan bug,7,Suporte
atend resolv rap solicitaca precis repet algum etap conclu,2,Suporte
suport ped nov mesm informaco atualizaca performanc fic simpl atend resolv rap solicitaca consegu faz transferenc aparec erro carta virtual performanc demor respond notificaco cheg atras,5,Produto
receb erro enquant tent atualiz cadastr tent atualiz cadastr chat trav duas vez atend resolv rap solicitaca naum bug atendimnt,3,Suporte
atend resolv rap solicitaca atualizaca usabil fic simpl usabil demor respond precis repet algum etap conclu suport ped nov mesm informaco receb erro enquant tent consult sald,8,Serviços
precis repet algum etap conclu carreg relatori demor suport ped nov mesm informaco consegu consult limit aparec erro relatori,0,Produto
integraca demor respond atend resolv rap solicitaca notificaco cheg atras carreg relatori demor consegu integr aparec erro pagament msg,0,Serviços
atualizaca relatori fic simpl atend resolv rap solicitaca tent integr relatori trav duas vez notificaco cheg atras suport ped nov mesm informaco carreg relatori demor,8,Produto
suport ped nov mesm informaco notificaco cheg atras,0,Serviços
suport ped nov mesm informaco carreg relatori demor precis repet algum etap conclu consegu consult sald aparec erro notificaco notificaco cheg atras qdo,0,Serviços
atualizaca onboarding fic simpl consegu atualiz cadastr aparec erro integraca,10,Suporte
receb erro enquant tent consult sald cadastr demor respond sitem,1,Produto
suport ped nov mesm informaco cadastr demor respond notificaco cheg atras tent consult limit cadastr trav duas vez atend resolv rap solicitaca consegu consult limit aparec erro dashboard,2,Produto
atend resolv rap solicitaca api demor respond tent integr api trav duas vez suport ped nov mesm informaco receb erro enquant tent integr probelm qdo travan,9,Produto
suport ped nov mesm informaco receb erro enquant tent consult sald notificaco cheg atras consegu consult sald aparec erro login atend resolv rap solicitaca,1,Suporte
carreg relatori demor consegu atualiz cadastr aparec erro integraca receb erro enquant tent atualiz cadastr probelm,0,Suporte
receb erro enquant tent atualiz cadastr tent atualiz cadastr performanc trav duas vez notificaco cheg atras carreg relatori demor consegu atualiz cadastr aparec erro pagament travan probelm,4,Suporte
suport ped nov mesm informaco receb erro enquant tent faz transferenc,7,Produto
precis repet algum etap conclu carreg relatori demor tent atualiz cadastr chat trav duas vez atend resolv rap solicitaca atualizaca chat fic simpl,7,Suporte
carreg relatori demor atend resolv rap solicitaca atualizaca pagament fic simpl notificaco cheg atras qdo probelm travan,5,Produto
precis repet algum etap conclu receb erro enquant tent atualiz cadastr tent atualiz cadastr extrat trav duas vez notificaco cheg atras suport ped nov mesm informaco,7,Produto
suport ped nov mesm informaco carreg relatori demor notificaco cheg atras notificaco demor respond receb erro enquant tent baix relatori atend resolv rap solicitaca,9,Serviços
tent atualiz cadastr notificaco trav duas vez suport ped nov mesm informaco notificaco demor respond qdo bug,4,Produto
atualizaca limit fic simpl atend resolv rap solicitaca consegu integr aparec erro extrat notificaco cheg atras,6,Suporte
dashboard demor respond atend resolv rap solicitaca receb erro enquant tent acompanh pagament tent acompanh pagament dashboard trav duas vez consegu acompanh pagament aparec erro carta virtual atualizaca dashboard fic simpl,4,Serviços
atualizaca integraca fic simpl integraca demor respond,0,Serviços
